quarter_year,n_casualties,n_collisions,group,base_2019,casualty_index,group_type
2015 Q1,388,287,Bradford,278.75,139.1928251121076,Bradford
2015 Q2,407,292,Bradford,278.75,146.00896860986546,Bradford
2015 Q3,442,302,Bradford,278.75,158.56502242152467,Bradford
2015 Q4,450,355,Bradford,278.75,161.43497757847533,Bradford
2016 Q1,432,320,Bradford,278.75,154.97757847533632,Bradford
2016 Q2,338,248,Bradford,278.75,121.25560538116592,Bradford
2016 Q3,456,315,Bradford,278.75,163.58744394618833,Bradford
2016 Q4,382,266,Bradford,278.75,137.0403587443946,Bradford
2017 Q1,346,268,Bradford,278.75,124.12556053811659,Bradford
2017 Q2,325,233,Bradford,278.75,116.59192825112108,Bradford
2017 Q3,366,263,Bradford,278.75,131.30044843049328,Bradford
2017 Q4,327,249,Bradford,278.75,117.30941704035874,Bradford
2018 Q1,272,205,Bradford,278.75,97.57847533632287,Bradford
2018 Q2,331,248,Bradford,278.75,118.74439461883408,Bradford
2018 Q3,331,256,Bradford,278.75,118.74439461883408,Bradford
2018 Q4,357,262,Bradford,278.75,128.07174887892376,Bradford
2019 Q1,251,198,Bradford,278.75,90.04484304932735,Bradford
2019 Q2,259,194,Bradford,278.75,92.91479820627802,Bradford
2019 Q3,283,202,Bradford,278.75,101.52466367713005,Bradford
2019 Q4,322,237,Bradford,278.75,115.51569506726457,Bradford
2020 Q1,297,215,Bradford,278.75,106.54708520179372,Bradford
2020 Q2,156,121,Bradford,278.75,55.964125560538115,Bradford
2020 Q3,238,188,Bradford,278.75,85.38116591928251,Bradford
2020 Q4,231,170,Bradford,278.75,82.86995515695067,Bradford
2021 Q1,205,160,Bradford,278.75,73.54260089686099,Bradford
2021 Q2,421,296,Bradford,278.75,151.03139013452915,Bradford
2021 Q3,408,300,Bradford,278.75,146.3677130044843,Bradford
2021 Q4,412,304,Bradford,278.75,147.80269058295963,Bradford
2022 Q1,304,242,Bradford,278.75,109.05829596412556,Bradford
2022 Q2,334,262,Bradford,278.75,119.82062780269058,Bradford
2022 Q3,354,258,Bradford,278.75,126.99551569506727,Bradford
2022 Q4,404,301,Bradford,278.75,144.93273542600897,Bradford
2023 Q1,319,245,Bradford,278.75,114.43946188340807,Bradford
2023 Q2,395,290,Bradford,278.75,141.70403587443946,Bradford
2023 Q3,327,247,Bradford,278.75,117.30941704035874,Bradford
2023 Q4,337,272,Bradford,278.75,120.89686098654708,Bradford
2024 Q1,338,267,Bradford,278.75,121.25560538116592,Bradford
2024 Q2,336,253,Bradford,278.75,120.53811659192826,Bradford
2024 Q3,312,245,Bradford,278.75,111.92825112107623,Bradford
2024 Q4,346,266,Bradford,278.75,124.12556053811659,Bradford
2015 Q1,441,312.5,West Yorkshire excl. Bradford,333.75,132.13483146067415,West Yorkshire excluding Bradford
2015 Q2,483.5,362,West Yorkshire excl. Bradford,333.75,144.8689138576779,West Yorkshire excluding Bradford
2015 Q3,490,372,West Yorkshire excl. Bradford,333.75,146.81647940074907,West Yorkshire excluding Bradford
2015 Q4,581,413.5,West Yorkshire excl. Bradford,333.75,174.0823970037453,West Yorkshire excluding Bradford
2016 Q1,462,348.5,West Yorkshire excl. Bradford,333.75,138.42696629213484,West Yorkshire excluding Bradford
2016 Q2,436,328.5,West Yorkshire excl. Bradford,333.75,130.63670411985018,West Yorkshire excluding Bradford
2016 Q3,455,336,West Yorkshire excl. Bradford,333.75,136.32958801498128,West Yorkshire excluding Bradford
2016 Q4,485.5,350.5,West Yorkshire excl. Bradford,333.75,145.4681647940075,West Yorkshire excluding Bradford
2017 Q1,408.5,299.5,West Yorkshire excl. Bradford,333.75,122.39700374531836,West Yorkshire excluding Bradford
2017 Q2,336,262,West Yorkshire excl. Bradford,333.75,100.67415730337079,West Yorkshire excluding Bradford
2017 Q3,384,309,West Yorkshire excl. Bradford,333.75,115.0561797752809,West Yorkshire excluding Bradford
2017 Q4,460,342.5,West Yorkshire excl. Bradford,333.75,137.82771535580525,West Yorkshire excluding Bradford
2018 Q1,363.5,281.5,West Yorkshire excl. Bradford,333.75,108.91385767790263,West Yorkshire excluding Bradford
2018 Q2,394.5,295,West Yorkshire excl. Bradford,333.75,118.20224719101124,West Yorkshire excluding Bradford
2018 Q3,334,257,West Yorkshire excl. Bradford,333.75,100.0749063670412,West Yorkshire excluding Bradford
2018 Q4,358,280,West Yorkshire excl. Bradford,333.75,107.26591760299625,West Yorkshire excluding Bradford
2019 Q1,345,261.5,West Yorkshire excl. Bradford,333.75,103.37078651685393,West Yorkshire excluding Bradford
2019 Q2,308,230.5,West Yorkshire excl. Bradford,333.75,92.28464419475655,West Yorkshire excluding Bradford
2019 Q3,344,260.5,West Yorkshire excl. Bradford,333.75,103.07116104868913,West Yorkshire excluding Bradford
2019 Q4,338,262.5,West Yorkshire excl. Bradford,333.75,101.27340823970037,West Yorkshire excluding Bradford
2020 Q1,267,212.5,West Yorkshire excl. Bradford,333.75,80,West Yorkshire excluding Bradford
2020 Q2,164,130,West Yorkshire excl. Bradford,333.75,49.13857677902622,West Yorkshire excluding Bradford
2020 Q3,264,205.5,West Yorkshire excl. Bradford,333.75,79.10112359550561,West Yorkshire excluding Bradford
2020 Q4,240.5,189,West Yorkshire excl. Bradford,333.75,72.05992509363296,West Yorkshire excluding Bradford
