quarter_year,group,n_casualties,n_collisions,casualties_per_collision,base_2019,casualty_index,collision_index,cpc_index
2020 Q2,Other Bradford OAs,110,83,1.3253012048192772,1.3049926660555047,60.60606060606061,59.71223021582734,101.55621861271892
2020 Q3,Bradford treated OAs,70,52,1.3461538461538463,1.4208846033785598,71.97943444730078,75.63636363636364,94.74054704745059
2020 Q3,Other Bradford OAs,168,136,1.2352941176470589,1.3049926660555047,92.56198347107438,97.84172661870504,94.65908504918131
2020 Q4,Bradford treated OAs,80,59,1.3559322033898304,1.4208846033785598,82.26221079691517,85.81818181818181,95.42873504053132
2020 Q4,Other Bradford OAs,151,111,1.3603603603603605,1.3049926660555047,83.19559228650138,79.85611510791367,104.24275903957462
2021 Q1,Bradford treated OAs,66,57,1.1578947368421053,1.4208846033785598,67.86632390745501,82.9090909090909,81.49111715961163
2021 Q1,Other Bradford OAs,139,103,1.3495145631067962,1.3049926660555047,76.5840220385675,74.10071942446044,103.41165879390451
2021 Q2,Bradford treated OAs,140,102,1.3725490196078431,1.4208846033785598,143.95886889460155,148.36363636363637,96.59820483269472
2021 Q2,Other Bradford OAs,281,194,1.4484536082474226,1.3049926660555047,154.82093663911846,139.568345323741,110.99323742757466
2021 Q3,Bradford treated OAs,161,119,1.3529411764705883,1.4208846033785598,165.55269922879177,173.0909090909091,95.21823047794194
2021 Q3,Other Bradford OAs,247,181,1.3646408839779005,1.3049926660555047,136.08815426997245,130.2158273381295,104.57077035556756
2021 Q4,Bradford treated OAs,134,101,1.3267326732673268,1.4208846033785598,137.7892030848329,146.9090909090909,93.37371030079714
2021 Q4,Other Bradford OAs,278,203,1.3694581280788178,1.3049926660555047,153.168044077135,146.0431654676259,104.93990990908537
2022 Q1,Bradford treated OAs,125,97,1.288659793814433,1.4208846033785598,128.53470437017995,141.0909090909091,90.69419084071117
2022 Q1,Other Bradford OAs,179,145,1.2344827586206897,1.3049926660555047,98.62258953168045,104.31654676258992,94.596911594305
2022 Q2,Bradford treated OAs,102,76,1.3421052631578947,1.4208846033785598,104.88431876606684,110.54545454545455,94.45561307136803
2022 Q2,Other Bradford OAs,232,186,1.2473118279569892,1.3049926660555047,127.8236914600551,133.81294964028777,95.57998756630084
2022 Q3,Bradford treated OAs,109,79,1.379746835443038,1.4208846033785598,112.08226221079691,114.9090909090909,97.10477769709763
2022 Q3,Other Bradford OAs,245,179,1.3687150837988826,1.3049926660555047,134.9862258953168,128.77697841726618,104.88297133009847
2022 Q4,Bradford treated OAs,139,106,1.3113207547169812,1.4208846033785598,142.9305912596401,154.1818181818182,92.28903963058934
2022 Q4,Other Bradford OAs,265,195,1.358974358974359,1.3049926660555047,146.0055096418733,140.28776978417267,104.13655143994184
2023 Q1,Bradford treated OAs,113,87,1.2988505747126438,1.4208846033785598,116.19537275064268,126.54545454545455,91.41140467172738
2023 Q1,Other Bradford OAs,206,158,1.3037974683544304,1.3049926660555047,113.49862258953168,113.66906474820144,99.90841345456089
2023 Q2,Bradford treated OAs,122,89,1.3707865168539326,1.4208846033785598,125.44987146529563,129.45454545454547,96.47416219406524
2023 Q2,Other Bradford OAs,273,201,1.3582089552238805,1.3049926660555047,150.41322314049586,144.6043165467626,104.07789948193566
2023 Q3,Bradford treated OAs,117,88,1.3295454545454546,1.4208846033785598,120.30848329048843,128,93.57167016829374
2023 Q3,Other Bradford OAs,210,159,1.320754716981132,1.3049926660555047,115.70247933884298,114.38848920863309,101.20782678214354
2023 Q4,Bradford treated OAs,95,83,1.144578313253012,1.4208846033785598,97.68637532133675,120.72727272727273,80.55392468406299
2023 Q4,Other Bradford OAs,242,189,1.2804232804232805,1.3049926660555047,133.33333333333334,135.97122302158274,98.11727787662684
2024 Q1,Bradford treated OAs,121,86,1.4069767441860466,1.4208846033785598,124.42159383033419,125.0909090909091,99.02118306022577
2024 Q1,Other Bradford OAs,217,181,1.1988950276243093,1.3049926660555047,119.55922865013774,130.2158273381295,91.86986707351483
2024 Q2,Bradford treated OAs,119,83,1.4337349397590362,1.4208846033785598,122.3650385604113,120.72727272727273,100.9043898674052
2024 Q2,Other Bradford OAs,217,170,1.276470588235294,1.3049926660555047,119.55922865013774,122.3021582733813,97.81438788415402
2024 Q3,Bradford treated OAs,110,86,1.2790697674418605,1.4208846033785598,113.11053984575835,125.0909090909091,90.01925732747797
2024 Q3,Other Bradford OAs,202,159,1.270440251572327,1.3049926660555047,111.29476584022039,114.38848920863309,97.35229052377616
2024 Q4,Bradford treated OAs,130,99,1.3131313131313131,1.4208846033785598,133.67609254498714,144,92.4164643637469
2024 Q4,Other Bradford OAs,216,167,1.2934131736526946,1.3049926660555047,119.00826446280992,120.14388489208633,99.11267758785108
