LAD24CD,LAD24NM,casualty_index_Post-2021,casualty_index_Pre-2021,collision_index_Post-2021,collision_index_Pre-2021
E08000032,Bradford,124.48430493273543,119.38714499252616,126.59446450060169,118.21099077416767
E08000034,Kirklees,114.29512516469039,124.98902064119456,116.92708333333333,120.65972222222223
E08000035,Leeds,99.50287807430665,109.83778126635269,101.42709766162311,110.430994956442
