isolated,n,mean_road_length,mean_pop_density,mean_pct_minor,mean_IMD,mean_Drive_Car_pct,mean_dist_citycentre,mean_total_pkm,pct_scotland
Isolated,613,1.241,10475,82,40.4,18.8,8258,0.36814,0
