country,n_treated,pct_of_total,mean_road_length_km,mean_pop_density,mean_dist_citycentre,mean_IMD,mean_Drive_Car_pct,mean_Walk_pct,mean_pct_minor,mean_total_pkm,median_mdist,pct_isolated
England,613,100,1.241,10509,8258,40.4,18.8,15.7,82,0.37093,3.88,0
