n_controls,mean_wt,median_wt,sd_wt,p90_wt,p95_wt,max_wt,effective_n,efficiency,n_at_cap5,pct_at_cap5
2346,1,0.781,0.593,1.562,1.854,5.792,1735.3,0.74,9,0.38
