group3,quarter_year,n_roads,mean_injuries,total_injuries,pct_zero,baseline_mean,index_2019q2_2020q1
Same-city candidate controls,2015 Q3,1821924,0.007054806517725237,12853.32131,99.46748602027307,0.00539321104777148,130.80901999265063
Same-city candidate controls,2015 Q4,1821924,0.007215541054401837,13146.16742,99.44833044627548,0.00539321104777148,133.78933237525277
Same-city candidate controls,2016 Q1,1821924,0.006509552363325786,11859.90968,99.49377690836721,0.00539321104777148,120.69901039781463
Same-city candidate controls,2016 Q2,1821924,0.00644127424634616,11735.51214,99.51013324375769,0.00539321104777148,119.4330091904664
Same-city candidate controls,2016 Q3,1821924,0.0065450137931110245,11924.51771,99.49970470777046,0.00539321104777148,121.35653018465649
Same-city candidate controls,2016 Q4,1821924,0.006753013215699454,12303.47685,99.4760483971889,0.00539321104777148,125.21322002575548
Same-city candidate controls,2017 Q1,1821924,0.006031914404772095,10989.68962,99.53033167135402,0.00539321104777148,111.84272878148414
Same-city candidate controls,2017 Q2,1821924,0.005726804564844631,10433.80268,99.5554699317864,0.00539321104777148,106.18543413410451
Same-city candidate controls,2017 Q3,1821924,0.006178404110160471,11256.58273,99.52852039931413,0.00539321104777148,114.55891593030537
Same-city candidate controls,2017 Q4,1821924,0.006419197271675449,11695.28957,99.50146109277884,0.00539321104777148,119.0236616890399
Same-city candidate controls,2018 Q1,1821924,0.005435585809287313,9903.22424,99.57555858531968,0.00539321104777148,100.78570560544526
Same-city candidate controls,2018 Q2,1821924,0.005755955506376786,10486.91348,99.55096919520243,0.00539321104777148,106.72594592335109
Same-city candidate controls,2018 Q3,1821924,0.005705207478467822,10394.45443,99.55470151334524,0.00539321104777148,105.78498463962877
Same-city candidate controls,2018 Q4,1821924,0.006056369091136632,11034.2442,99.52330613132052,0.00539321104777148,112.29616340786765
Same-city candidate controls,2019 Q1,1821924,0.005243588832465029,9553.42034,99.58477960661367,0.00539321104777148,97.2257303861996
Same-city candidate controls,2019 Q2,1821924,0.00527625622144503,9612.93784,99.59207958180473,0.00539321104777148,97.83144354466202
Same-city candidate controls,2019 Q3,1821924,0.005492772607419401,10007.41424,99.57753451845412,0.00539321104777148,101.84605346918626
Same-city candidate controls,2019 Q4,1821924,0.006057374456892832,11036.0759,99.52863017337715,0.00539321104777148,112.31480472835918
Same-city candidate controls,2020 Q1,1821924,0.004746440905328657,8647.6546,99.62484713961724,0.00539321104777148,88.00769825779257
Same-city candidate controls,2020 Q2,1821924,0.0025867670221150856,4712.89292,99.79066086181422,0.00539321104777148,47.9633932216311
Same-city candidate controls,2020 Q3,1821924,0.004383754278444108,7986.86713,99.65404704038149,0.00539321104777148,81.28282464035061
Same-city candidate controls,2020 Q4,1821924,0.004479460021383983,8161.23572,99.64043505656657,0.00539321104777148,83.05738421334233
Same-city candidate controls,2021 Q1,1821923,0.0032446680238407354,5911.5353,99.73769473243381,0.00539321104777148,60.16208145945743
Same-city candidate controls,2021 Q2,1821921,0.0049382304117467244,8997.06569,99.61178338687571,0.00539321104777148,91.56382659616563
Same-city candidate controls,2021 Q3,1821921,0.00502030865772994,9146.60577,99.60360520571419,0.00539321104777148,93.08570744333052
Same-city candidate controls,2021 Q4,1821921,0.0053091859416516856,9672.91736,99.58044284027683,0.00539321104777148,98.44202080401593
Same-city candidate controls,2022 Q1,1821921,0.004861222775301463,8856.76386,99.61749164755223,0.00539321104777148,90.13596412679162
Same-city candidate controls,2022 Q2,1821921,0.004827036095417963,8794.47843,99.61836984150246,0.00539321104777148,89.50208053535259
Same-city candidate controls,2022 Q3,1821893,0.005013554006739136,9134.158950000001,99.61133831679467,0.00539321104777148,92.96046385595793
Same-city candidate controls,2022 Q4,1821881,0.005065797091028439,9229.27947,99.59580236030784,0.00539321104777148,93.92914622025906
Same-city candidate controls,2023 Q1,1821864,0.004598263146974741,8377.41009,99.63455010911902,0.00539321104777148,85.26021151860509
Same-city candidate controls,2023 Q2,1821848,0.0048259735115113965,8792.19019,99.62323969946999,0.00539321104777148,89.48237828566953
Same-city candidate controls,2023 Q3,1821844,0.004755074161124673,8663.00333,99.62752024871504,0.00539321104777148,88.16777461526395
Same-city candidate controls,2023 Q4,1821844,0.005039746756582894,9181.63239,99.6032042260479,0.00539321104777148,93.44612535912829
Same-city candidate controls,2024 Q1,1821844,0.0044622858927548135,8129.58878,99.64420663898775,0.00539321104777148,82.73894444755074
Same-city candidate controls,2024 Q2,1821824,0.004743141263920107,8641.16859,99.625924348345393,0.00539321104777148,87.9465168692038
Same-city candidate controls,2024 Q3,1821824,0.004614061127748904,8406.0073,99.63256604370126,0.00539321104777148,85.55313498542715
Same-city candidate controls,2024 Q4,1821824,0.00508925981324211,9271.73567,99.59578971404483,0.00539321104777148,94.36418801643292
