scheme,quarter_year,event_time,group,treat_group,injury_count,n_road_links,n_oas,baseline_2019_mean,index_2019,quarter_date,calendar_year,calendar_quarter
Newcastle,2021 Q1,-10,Treated,1,6,1671,27,31,19.35483870967742,2021-01-01,2021,Q1
Newcastle,2021 Q2,-9,Treated,1,22,1671,27,31,70.96774193548387,2021-04-01,2021,Q2
Newcastle,2021 Q3,-8,Treated,1,24,1671,27,31,77.41935483870968,2021-07-01,2021,Q3
Newcastle,2021 Q4,-7,Treated,1,32,1671,27,31,103.2258064516129,2021-10-01,2021,Q4
Newcastle,2022 Q1,-6,Treated,1,52,1671,27,31,167.74193548387098,2022-01-01,2022,Q1
Newcastle,2022 Q2,-5,Treated,1,9,1671,27,31,29.032258064516128,2022-04-01,2022,Q2
Newcastle,2022 Q3,-4,Treated,1,16,1671,27,31,51.61290322580645,2022-07-01,2022,Q3
Newcastle,2022 Q4,-3,Treated,1,19,1671,27,31,61.29032258064516,2022-10-01,2022,Q4
Newcastle,2023 Q1,-2,Treated,1,25,1671,27,31,80.64516129032258,2023-01-01,2023,Q1
Newcastle,2023 Q2,-1,Treated,1,23,1671,27,31,74.19354838709677,2023-04-01,2023,Q2
Newcastle,2023 Q3,0,Treated,1,20,1671,27,31,64.51612903225806,2023-07-01,2023,Q3
Newcastle,2023 Q4,1,Treated,1,36,1671,27,31,116.12903225806451,2023-10-01,2023,Q4
Newcastle,2024 Q1,2,Treated,1,18,1671,27,31,58.064516129032256,2024-01-01,2024,Q1
Newcastle,2024 Q2,3,Treated,1,17,1671,27,31,54.83870967741935,2024-04-01,2024,Q2
Newcastle,2024 Q3,4,Treated,1,22,1671,27,31,70.96774193548387,2024-07-01,2024,Q3
Newcastle,2024 Q4,5,Treated,1,27,1671,27,31,87.09677419354838,2024-10-01,2024,Q4
Portsmouth,2015 Q1,-28,Control,0,94.03171,6700,251,96.4533375,97.489327417001,2015-01-01,2015,Q1
Portsmouth,2015 Q2,-27,Control,0,117.86564,6700,251,96.4533375,122.19964913085563,2015-04-01,2015,Q2
Portsmouth,2015 Q3,-26,Control,0,107.07102,6700,251,96.4533375,111.00810275227646,2015-07-01,2015,Q3
Portsmouth,2015 Q4,-25,Control,0,153.89955,6700,251,96.4533375,159.55855337820736,2015-10-01,2015,Q4
Portsmouth,2016 Q1,-24,Control,0,88.78649,6700,251,96.4533375,92.0512366925613,2016-01-01,2016,Q1
Portsmouth,2016 Q2,-23,Control,0,122.31201,6700,251,96.4533375,126.8095155338715,2016-04-01,2016,Q2
Portsmouth,2016 Q3,-22,Control,0,129.18903,6700,251,96.4533375,133.9394087840662,2016-07-01,2016,Q3
Portsmouth,2016 Q4,-21,Control,0,136.1797,6700,251,96.4533375,141.1871310311061,2016-10-01,2016,Q4
Portsmouth,2017 Q1,-20,Control,0,89.90424,6700,251,96.4533375,93.21008720926842,2017-01-01,2017,Q1
Portsmouth,2017 Q2,-19,Control,0,81.26132,6700,251,96.4533375,84.24936047443666,2017-04-01,2017,Q2
Portsmouth,2017 Q3,-18,Control,0,108.28994,6700,251,96.4533375,112.27184336674716,2017-07-01,2017,Q3
Portsmouth,2017 Q4,-17,Control,0,123.7309,6700,251,96.4533375,128.28057919716878,2017-10-01,2017,Q4
Portsmouth,2018 Q1,-16,Control,0,82.53115,6700,251,96.4533375,85.56588308828609,2018-01-01,2018,Q1
Portsmouth,2018 Q2,-15,Control,0,107.71156,6700,251,96.4533375,111.67219589472475,2018-04-01,2018,Q2
Portsmouth,2018 Q3,-14,Control,0,89.24479,6700,251,96.4533375,92.52638873175331,2018-07-01,2018,Q3
Portsmouth,2018 Q4,-13,Control,0,125.84993,6700,251,96.4533375,130.47752754019527,2018-10-01,2018,Q4
Portsmouth,2019 Q1,-12,Control,0,81.5223,6700,251,96.4533375,84.51993690731541,2019-01-01,2019,Q1
Portsmouth,2019 Q2,-11,Control,0,96.51659,6700,251,96.4533375,100.06557834248089,2019-04-01,2019,Q2
Portsmouth,2019 Q3,-10,Control,0,81.08533,6700,251,96.4533375,84.0668991884288,2019-07-01,2019,Q3
Portsmouth,2019 Q4,-9,Control,0,126.68913,6700,251,96.4533375,131.34758556177488,2019-10-01,2019,Q4
Portsmouth,2020 Q1,-8,Control,0,62.695479999999996,6700,251,96.4533375,65.00084043229711,2020-01-01,2020,Q1
Portsmouth,2020 Q2,-7,Control,0,39.42048,6700,251,96.4533375,40.870000999187816,2020-04-01,2020,Q2
Portsmouth,2020 Q3,-6,Control,0,82.32641,6700,251,96.4533375,85.3536146429355,2020-07-01,2020,Q3
Portsmouth,2020 Q4,-5,Control,0,86.99481,6700,251,96.4533375,90.19367525773797,2020-10-01,2020,Q4
Portsmouth,2021 Q1,-4,Control,0,38.2226,6700,251,96.4533375,39.628074041502195,2021-01-01,2021,Q1
Portsmouth,2021 Q2,-3,Control,0,58.83291,6700,251,96.4533375,60.9962407988215,2021-04-01,2021,Q2
Portsmouth,2021 Q3,-2,Control,0,82.31245,6700,251,96.4533375,85.33914132312943,2021-07-01,2021,Q3
Portsmouth,2021 Q4,-1,Control,0,100.50534999999999,6700,251,96.4533375,104.20100807812896,2021-10-01,2021,Q4
Portsmouth,2022 Q1,0,Control,0,66.83979,6700,251,96.4533375,69.297539859623825,2022-01-01,2022,Q1
Portsmouth,2022 Q2,1,Control,0,82.22132,6700,251,96.4533375,85.24466040379372,2022-04-01,2022,Q2
Portsmouth,2022 Q3,2,Control,0,85.99409,6700,251,96.4533375,89.15615802304404,2022-07-01,2022,Q3
Portsmouth,2022 Q4,3,Control,0,104.04861,6700,251,96.4533375,107.87455644030979,2022-10-01,2022,Q4
Portsmouth,2023 Q1,4,Control,0,68.44379,6700,251,96.4533375,70.96052015825788,2023-01-01,2023,Q1
Portsmouth,2023 Q2,5,Control,0,59.94373,6700,251,96.4533375,62.147906494163564,2023-04-01,2023,Q2
Portsmouth,2023 Q3,6,Control,0,104.32276,6700,251,96.4533375,108.15878714409442,2023-07-01,2023,Q3
Portsmouth,2023 Q4,7,Control,0,83.10997,6700,251,96.4533375,86.1659867394428,2023-10-01,2023,Q4
Portsmouth,2024 Q1,8,Control,0,57.04864,6700,251,96.4533375,59.14636183532788,2024-01-01,2024,Q1
Portsmouth,2024 Q2,9,Control,0,70.49483,6700,251,96.4533375,73.08697845732917,2024-04-01,2024,Q2
Portsmouth,2024 Q3,10,Control,0,56.79689,6700,251,96.4533375,58.88535479656159,2024-07-01,2024,Q3
Portsmouth,2024 Q4,11,Control,0,79.3526,6700,251,96.4533375,82.27045538989253,2024-10-01,2024,Q4
Portsmouth,2015 Q1,-28,Treated,1,25.51014,1653,55,19.33445,131.94137924792275,2015-01-01,2015,Q1
Portsmouth,2015 Q2,-27,Treated,1,27.19394,1653,55,19.33445,140.65018658405077,2015-04-01,2015,Q2
Portsmouth,2015 Q3,-26,Treated,1,23.57477,1653,55,19.33445,121.93142292643441,2015-07-01,2015,Q3
Portsmouth,2015 Q4,-25,Treated,1,22.86504,1653,55,19.33445,118.26061770570148,2015-10-01,2015,Q4
Portsmouth,2016 Q1,-24,Treated,1,23.33419,1653,55,19.33445,120.68711548557108,2016-01-01,2016,Q1
Portsmouth,2016 Q2,-23,Treated,1,20.98376,1653,55,19.33445,108.53042108774753,2016-04-01,2016,Q2
Portsmouth,2016 Q3,-22,Treated,1,19.37333,1653,55,19.33445,100.20109183348892,2016-07-01,2016,Q3
Portsmouth,2016 Q4,-21,Treated,1,22.291809999999998,1653,55,19.33445,115.29580619050449,2016-10-01,2016,Q4
Portsmouth,2017 Q1,-20,Treated,1,26.95659,1653,55,19.33445,139.42258507482757,2017-01-01,2017,Q1
Portsmouth,2017 Q2,-19,Treated,1,12.32774,1653,55,19.33445,63.76048969585378,2017-04-01,2017,Q2
Portsmouth,2017 Q3,-18,Treated,1,25.16487,1653,55,19.33445,130.15560308154616,2017-07-01,2017,Q3
Portsmouth,2017 Q4,-17,Treated,1,28.420180000000002,1653,55,19.33445,146.99244095384145,2017-10-01,2017,Q4
Portsmouth,2018 Q1,-16,Treated,1,21.247889999999998,1653,55,19.33445,109.89653183824726,2018-01-01,2018,Q1
Portsmouth,2018 Q2,-15,Treated,1,17.57442,1653,55,19.33445,90.89692233293422,2018-04-01,2018,Q2
Portsmouth,2018 Q3,-14,Treated,1,18.79413,1653,55,19.33445,97.2054027913905,2018-07-01,2018,Q3
Portsmouth,2018 Q4,-13,Treated,1,25.29356,1653,55,19.33445,130.82120256847233,2018-10-01,2018,Q4
Portsmouth,2019 Q1,-12,Treated,1,14.56947,1653,55,19.33445,75.354975186778,2019-01-01,2019,Q1
Portsmouth,2019 Q2,-11,Treated,1,22.48384,1653,55,19.33445,116.28900744525963,2019-04-01,2019,Q2
Portsmouth,2019 Q3,-10,Treated,1,16.95648,1653,55,19.33445,87.7008655534551,2019-07-01,2019,Q3
Portsmouth,2019 Q4,-9,Treated,1,23.32801,1653,55,19.33445,120.65515181450726,2019-10-01,2019,Q4
Portsmouth,2020 Q1,-8,Treated,1,20.61774,1653,55,19.33445,106.63732353389935,2020-01-01,2020,Q1
Portsmouth,2020 Q2,-7,Treated,1,12.43095,1653,55,19.33445,64.29430369107992,2020-04-01,2020,Q2
Portsmouth,2020 Q3,-6,Treated,1,15.27413,1653,55,19.33445,78.99955778416246,2020-07-01,2020,Q3
Portsmouth,2020 Q4,-5,Treated,1,24.58764,1653,55,19.33445,127.1701031061137,2020-10-01,2020,Q4
Portsmouth,2021 Q1,-4,Treated,1,9.02789,1653,55,19.33445,46.69328581883632,2021-01-01,2021,Q1
Portsmouth,2021 Q2,-3,Treated,1,17.42622,1653,55,19.33445,90.13041488120945,2021-04-01,2021,Q2
Portsmouth,2021 Q3,-2,Treated,1,18.37977,1653,55,19.33445,95.06228519559646,2021-07-01,2021,Q3
Portsmouth,2021 Q4,-1,Treated,1,15.18851,1653,55,19.33445,78.55672129282189,2021-10-01,2021,Q4
Portsmouth,2022 Q1,0,Treated,1,18.502959999999998,1653,55,19.33445,95.69943804969884,2022-01-01,2022,Q1
Portsmouth,2022 Q2,1,Treated,1,9.68465,1653,55,19.33445,50.09012410490083,2022-04-01,2022,Q2
Portsmouth,2022 Q3,2,Treated,1,14.83447,1653,55,19.33445,76.72558567737897,2022-07-01,2022,Q3
Portsmouth,2022 Q4,3,Treated,1,20.86092,1653,55,19.33445,107.89507847391573,2022-10-01,2022,Q4
Portsmouth,2023 Q1,4,Treated,1,10.03292,1653,55,19.33445,51.89141661645405,2023-01-01,2023,Q1
Portsmouth,2023 Q2,5,Treated,1,19.77857,1653,55,19.33445,102.29703973994604,2023-04-01,2023,Q2
Portsmouth,2023 Q3,6,Treated,1,17.58039,1653,55,19.33445,90.92779985983569,2023-07-01,2023,Q3
Portsmouth,2023 Q4,7,Treated,1,26.15251,1653,55,19.33445,135.26379079829007,2023-10-01,2023,Q4
Portsmouth,2024 Q1,8,Treated,1,14.96811,1653,55,19.33445,77.41678713384657,2024-01-01,2024,Q1
Portsmouth,2024 Q2,9,Treated,1,20.89386,1653,55,19.33445,108.06544794395495,2024-04-01,2024,Q2
Portsmouth,2024 Q3,10,Treated,1,22.86093,1653,55,19.33445,118.23936031280951,2024-07-01,2024,Q3
Portsmouth,2024 Q4,11,Treated,1,20.35426,1653,55,19.33445,105.27457465818784,2024-10-01,2024,Q4
Sheffield,2015 Q1,-33,Control,0,48.50631,2508,69,35.1090625,138.15894400484206,2015-01-01,2015,Q1
Sheffield,2015 Q2,-32,Control,0,41.90065,2508,69,35.1090625,119.34425762579104,2015-04-01,2015,Q2
Sheffield,2015 Q3,-31,Control,0,51.28263,2508,69,35.1090625,146.0666458980498,2015-07-01,2015,Q3
Sheffield,2015 Q4,-30,Control,0,61.54671,2508,69,35.1090625,175.30149088999454,2015-10-01,2015,Q4
Sheffield,2016 Q1,-29,Control,0,36.77131,2508,69,35.1090625,104.73452545193993,2016-01-01,2016,Q1
Sheffield,2016 Q2,-28,Control,0,50.82943,2508,69,35.1090625,144.77581108866124,2016-04-01,2016,Q2
Sheffield,2016 Q3,-27,Control,0,29.81156,2508,69,35.1090625,84.91129605069916,2016-07-01,2016,Q3
Sheffield,2016 Q4,-26,Control,0,56.768950000000004,2508,69,35.1090625,161.69315258702792,2016-10-01,2016,Q4
Sheffield,2017 Q1,-25,Control,0,44.48723,2508,69,35.1090625,126.71152925259682,2017-01-01,2017,Q1
Sheffield,2017 Q2,-24,Control,0,45.2033,2508,69,35.1090625,128.75108812717514,2017-04-01,2017,Q2
Sheffield,2017 Q3,-23,Control,0,34.55938,2508,69,35.1090625,98.43435722614352,2017-07-01,2017,Q3
Sheffield,2017 Q4,-22,Control,0,28.82556,2508,69,35.1090625,82.10290434271778,2017-10-01,2017,Q4
Sheffield,2018 Q1,-21,Control,0,20.6075,2508,69,35.1090625,58.69567152355606,2018-01-01,2018,Q1
Sheffield,2018 Q2,-20,Control,0,36.42921,2508,69,35.1090625,103.76013315650339,2018-04-01,2018,Q2
Sheffield,2018 Q3,-19,Control,0,36.81982,2508,69,35.1090625,104.87269490605168,2018-07-01,2018,Q3
Sheffield,2018 Q4,-18,Control,0,35.17805,2508,69,35.1090625,100.19649485086649,2018-10-01,2018,Q4
Sheffield,2019 Q1,-17,Control,0,31.99319,2508,69,35.1090625,91.12516177269045,2019-01-01,2019,Q1
Sheffield,2019 Q2,-16,Control,0,37.67217,2508,69,35.1090625,107.30041566903132,2019-04-01,2019,Q2
Sheffield,2019 Q3,-15,Control,0,35.59829,2508,69,35.1090625,101.39345076502683,2019-07-01,2019,Q3
Sheffield,2019 Q4,-14,Control,0,35.1726,2508,69,35.1090625,100.18097179325139,2019-10-01,2019,Q4
Sheffield,2020 Q1,-13,Control,0,29.66716,2508,69,35.1090625,84.50000623058504,2020-01-01,2020,Q1
Sheffield,2020 Q2,-12,Control,0,15.2576,2508,69,35.1090625,43.45772548042261,2020-04-01,2020,Q2
Sheffield,2020 Q3,-11,Control,0,19.447580000000002,2508,69,35.1090625,55.391909140268275,2020-07-01,2020,Q3
Sheffield,2020 Q4,-10,Control,0,28.89481,2508,69,35.1090625,82.3001468637905,2020-10-01,2020,Q4
Sheffield,2021 Q1,-9,Control,0,10.67988,2508,69,35.1090625,30.41915459861681,2021-01-01,2021,Q1
Sheffield,2021 Q2,-8,Control,0,34.19714,2508,69,35.1090625,97.40260082421739,2021-04-01,2021,Q2
Sheffield,2021 Q3,-7,Control,0,32.57403,2508,69,35.1090625,92.77954943969239,2021-07-01,2021,Q3
Sheffield,2021 Q4,-6,Control,0,36.27363,2508,69,35.1090625,103.31699970627241,2021-10-01,2021,Q4
Sheffield,2022 Q1,-5,Control,0,25.39514,2508,69,35.1090625,72.33215070895157,2022-01-01,2022,Q1
Sheffield,2022 Q2,-4,Control,0,37.31563,2508,69,35.1090625,106.28489439158338,2022-04-01,2022,Q2
Sheffield,2022 Q3,-3,Control,0,38.04268,2508,69,35.1090625,108.35572724278809,2022-07-01,2022,Q3
Sheffield,2022 Q4,-2,Control,0,22.57415,2508,69,35.1090625,64.29721670864895,2022-10-01,2022,Q4
Sheffield,2023 Q1,-1,Control,0,39.26691,2508,69,35.1090625,111.84266170593419,2023-01-01,2023,Q1
Sheffield,2023 Q2,0,Control,0,21.24777,2508,69,35.1090625,60.519331725249,2023-04-01,2023,Q2
Sheffield,2023 Q3,1,Control,0,35.17204,2508,69,35.1090625,100.17937676347809,2023-07-01,2023,Q3
Sheffield,2023 Q4,2,Control,0,39.56802,2508,69,35.1090625,112.70030351850038,2023-10-01,2023,Q4
Sheffield,2024 Q1,3,Control,0,22.62435,2508,69,35.1090625,64.4401997347551,2024-01-01,2024,Q1
Sheffield,2024 Q2,4,Control,0,25.32235,2508,69,35.1090625,72.12482532109766,2024-04-01,2024,Q2
Sheffield,2024 Q3,5,Control,0,36.10136,2508,69,35.1090625,102.82632867226232,2024-07-01,2024,Q3
Sheffield,2024 Q4,6,Control,0,40.5878,2508,69,35.1090625,115.60490970102093,2024-10-01,2024,Q4
Sheffield,2015 Q1,-33,Treated,1,32.56062,1824,39,19,171.3716842105263,2015-01-01,2015,Q1
Sheffield,2015 Q2,-32,Treated,1,35.39387,1824,39,19,186.2835263157895,2015-04-01,2015,Q2
Sheffield,2015 Q3,-31,Treated,1,25.66205,1824,39,19,135.06342105263158,2015-07-01,2015,Q3
Sheffield,2015 Q4,-30,Treated,1,46.289880000000004,1824,39,19,243.63094736842106,2015-10-01,2015,Q4
Sheffield,2016 Q1,-29,Treated,1,30,1824,39,19,157.89473684210526,2016-01-01,2016,Q1
Sheffield,2016 Q2,-28,Treated,1,31,1824,39,19,163.1578947368421,2016-04-01,2016,Q2
Sheffield,2016 Q3,-27,Treated,1,31,1824,39,19,163.1578947368421,2016-07-01,2016,Q3
Sheffield,2016 Q4,-26,Treated,1,35,1824,39,19,184.21052631578948,2016-10-01,2016,Q4
Sheffield,2017 Q1,-25,Treated,1,31,1824,39,19,163.1578947368421,2017-01-01,2017,Q1
Sheffield,2017 Q2,-24,Treated,1,18,1824,39,19,94.73684210526316,2017-04-01,2017,Q2
Sheffield,2017 Q3,-23,Treated,1,28,1824,39,19,147.3684210526316,2017-07-01,2017,Q3
Sheffield,2017 Q4,-22,Treated,1,26,1824,39,19,136.8421052631579,2017-10-01,2017,Q4
Sheffield,2018 Q1,-21,Treated,1,23,1824,39,19,121.05263157894737,2018-01-01,2018,Q1
Sheffield,2018 Q2,-20,Treated,1,27,1824,39,19,142.10526315789474,2018-04-01,2018,Q2
Sheffield,2018 Q3,-19,Treated,1,37,1824,39,19,194.73684210526315,2018-07-01,2018,Q3
Sheffield,2018 Q4,-18,Treated,1,26,1824,39,19,136.8421052631579,2018-10-01,2018,Q4
Sheffield,2019 Q1,-17,Treated,1,18,1824,39,19,94.73684210526316,2019-01-01,2019,Q1
Sheffield,2019 Q2,-16,Treated,1,15,1824,39,19,78.94736842105263,2019-04-01,2019,Q2
Sheffield,2019 Q3,-15,Treated,1,16,1824,39,19,84.21052631578948,2019-07-01,2019,Q3
Sheffield,2019 Q4,-14,Treated,1,27,1824,39,19,142.10526315789474,2019-10-01,2019,Q4
Sheffield,2020 Q1,-13,Treated,1,16,1824,39,19,84.21052631578948,2020-01-01,2020,Q1
Sheffield,2020 Q2,-12,Treated,1,9,1824,39,19,47.36842105263158,2020-04-01,2020,Q2
Sheffield,2020 Q3,-11,Treated,1,14,1824,39,19,73.6842105263158,2020-07-01,2020,Q3
Sheffield,2020 Q4,-10,Treated,1,14,1824,39,19,73.6842105263158,2020-10-01,2020,Q4
Sheffield,2021 Q1,-9,Treated,1,4,1824,39,19,21.05263157894737,2021-01-01,2021,Q1
Sheffield,2021 Q2,-8,Treated,1,12,1824,39,19,63.1578947368421,2021-04-01,2021,Q2
Sheffield,2021 Q3,-7,Treated,1,17,1824,39,19,89.47368421052632,2021-07-01,2021,Q3
Sheffield,2021 Q4,-6,Treated,1,33,1824,39,19,173.68421052631578,2021-10-01,2021,Q4
Sheffield,2022 Q1,-5,Treated,1,28,1824,39,19,147.3684210526316,2022-01-01,2022,Q1
Sheffield,2022 Q2,-4,Treated,1,13,1824,39,19,68.42105263157895,2022-04-01,2022,Q2
Sheffield,2022 Q3,-3,Treated,1,15,1824,39,19,78.94736842105263,2022-07-01,2022,Q3
Sheffield,2022 Q4,-2,Treated,1,24,1824,39,19,126.3157894736842,2022-10-01,2022,Q4
Sheffield,2023 Q1,-1,Treated,1,21,1824,39,19,110.52631578947368,2023-01-01,2023,Q1
Sheffield,2023 Q2,0,Treated,1,15,1824,39,19,78.94736842105263,2023-04-01,2023,Q2
Sheffield,2023 Q3,1,Treated,1,20,1824,39,19,105.26315789473684,2023-07-01,2023,Q3
Sheffield,2023 Q4,2,Treated,1,28,1824,39,19,147.3684210526316,2023-10-01,2023,Q4
Sheffield,2024 Q1,3,Treated,1,15,1824,39,19,78.94736842105263,2024-01-01,2024,Q1
Sheffield,2024 Q2,4,Treated,1,12,1824,39,19,63.1578947368421,2024-04-01,2024,Q2
Sheffield,2024 Q3,5,Treated,1,20,1824,39,19,105.26315789473684,2024-07-01,2024,Q3
Sheffield,2024 Q4,6,Treated,1,21,1824,39,19,110.52631578947368,2024-10-01,2024,Q4
