scheme,treated_OA,control_OA,distance_km
Birmingham,E00175614,E00079517,118.25533913472385
Birmingham,E00175625,E00079878,117.90576167398504
Birmingham,E00045210,E00027487,117.5987475324557
Birmingham,E00175773,E00026349,116.81700260753395
Birmingham,E00186272,E00176745,116.12558742768653
Birmingham,E00175678,E00028388,115.65023212422518
Birmingham,E00046390,E00180797,115.13405892217973
Birmingham,E00175771,E00173001,115.10185558626047
Birmingham,E00046425,E00175956,115.00640455297918
Birmingham,E00175639,E00078960,114.96543969216668
Birmingham,E00186249,E00175998,114.88384156538119
Birmingham,E00186116,E00175961,114.7446949340739
Birmingham,E00175699,E00181634,114.62714103883944
Birmingham,E00175718,E00176052,114.46541618737758
Bristol,E00178112,E00082594,114.16324593726807
Birmingham,E00186119,E00028392,114.11688102933006
Birmingham,E00186094,E00180779,113.85918161282675
Birmingham,E00186124,E00180933,113.79547156285012
Birmingham,E00186108,E00025844,113.16382137121742
Birmingham,E00175768,E00176090,113.0238579183676
Birmingham,E00186121,E00078914,112.02265842982109
Birmingham,E00186147,E00025628,111.96689358574524
Birmingham,E00186232,E00025628,111.59003447767523
Bristol,E00174316,E00082615,111.41639294427938
Bath,E00072570,E00101321,111.01768239023573
Bristol,E00174243,E00174500,110.67436501066565
Birmingham,E00186101,E00180783,110.43054555382776
Birmingham,E00175669,E00026784,110.39536579960145
Birmingham,E00186136,E00026503,110.39311195204283
Birmingham,E00045210,E00025852,110.36100040002682
Birmingham,E00186188,E00026306,110.25265063614974
Birmingham,E00175767,E00026753,110.25149209302354
Birmingham,E00186136,E00180803,110.01953538797356
Birmingham,E00175634,E00026753,110.01265034154694
Portsmouth,E00174447,E00145650,109.31227546582812
Sheffield,E00172417,E00185079,109.26240213415959
Portsmouth,E00086042,E00189339,109.18839675463708
Bath,E00072569,E00101179,108.8881304191784
Sheffield,E00185187,E00049055,108.61110085655812
Sheffield,E00172504,E00048796,107.91124838855231
Sheffield,E00041101,E00172172,107.85322773888541
Sheffield,E00172405,E00048746,107.66417971690433
Bradford,E00054396,E00068158,107.5671923808473
Sheffield,E00172452,E00051151,107.5341123389814
Bristol,E00178080,E00087174,106.24898642743646
Bradford,E00054407,E00069997,106.24757825554458
Portsmouth,E00086036,E00145440,106.22826574565116
Portsmouth,E00086035,E00145607,105.58999052787206
Sheffield,E00185197,E00050865,105.3097867792809
Bradford,E00054594,E00068231,104.64212051492645
Bristol,E00178046,E00184545,104.37415287661882
Bradford,E00054404,E00173449,104.16294708666864
Bristol,E00178093,E00166981,104.01323270897639
Bristol,E00174294,E00184545,103.95374580835806
Bristol,E00178075,E00190559,103.91035799403838
Bradford,E00054140,E00036490,103.68452687619651
Bristol,E00178058,E00190594,103.596734738563
Birmingham,E00175657,E00166515,103.42644182436592
Bristol,E00074007,E00184545,103.25352437811492
Bradford,E00176103,E00187603,103.19671530924975
Bristol,E00178048,E00101271,103.1596109117778
Bristol,E00074008,E00166995,103.14118335017994
Bristol,E00178046,E00087021,102.93558686824205
Bradford,E00054418,E00069934,102.76007531727711
Bradford,E00053592,E00173468,102.73082373582095
Bristol,E00178046,E00177756,102.73008936266379
Bradford,E00177765,E00068613,102.47643539704633
Bristol,E00178044,E00086572,102.46980422706679
Bristol,E00174294,E00177756,102.30827253732502
Bristol,E00178093,E00166956,102.28866815453121
Portsmouth,E00086375,E00145295,101.73428686529722
Bristol,E00074007,E00177756,101.60912226319249
Bradford,E00053837,E00070485,101.58591393425533
Bradford,E00176139,E00185400,101.52103125182734
Bristol,E00074008,E00166958,101.51746797922596
Bradford,E00054129,E00036748,101.14090223234021
Bradford,E00054575,E00070304,101.09817275076531
Bradford,E00054597,E00068526,101.0764613421769
Bristol,E00073448,E00145434,101.06358985615253
Bristol,E00073470,E00086626,101.04553240053255
Bradford,E00054142,E00069996,101.03357417050526
Bradford,E00053589,E00179900,101.0066872446682
Portsmouth,E00086048,E00078618,100.77264154744176
Bradford,E00176139,E00173534,100.41650418042428
Bradford,E00177855,E00068060,100.39797879211517
Bradford,E00054395,E00036782,100.26739195795317
Sheffield,E00185189,E00176736,100.21323920926221
Sheffield,E00185221,E00185158,100.1412460980032
Sheffield,E00185237,E00167345,100.07564201530597
Bradford,E00176146,E00067936,100.03067435234618
Portsmouth,E00086025,E00078618,99.92982180599034
Bradford,E00054147,E00068506,99.81699319569202
Sheffield,E00185235,E00033825,99.59923648228008
Bradford,E00054163,E00173549,99.56998605932401
Sheffield,E00172447,E00182949,99.56791152503668
Portsmouth,E00086033,E00078424,99.45049731277831
Bradford,E00054409,E00070073,99.37465463547746
Bradford,E00053594,E00067945,99.30639308774153
Bristol,E00178076,E00145623,99.30459746866426
Portsmouth,E00174470,E00078387,99.29377094528418
Bradford,E00054154,E00036406,99.22837223344386
Bradford,E00177790,E00187519,99.20989054775649
Bradford,E00177818,E00067947,99.06915766050453
Bristol,E00174243,E00145624,98.76184441582919
Bradford,E00177812,E00067925,98.56390068767683
Bradford,E00054169,E00069802,98.25607270224305
Sheffield,E00172407,E00033935,98.20925445340136
Bradford,E00176142,E00070510,97.97893718537797
Bradford,E00176126,E00070469,97.89009962085102
Birmingham,E00045206,E00145585,97.2432629469218
Bradford,E00054624,E00173478,96.91942146448336
Bradford,E00053574,E00036348,96.90755231536028
Bradford,E00053582,E00069923,96.73258567677262
Bristol,E00178093,E00077309,96.62977572930697
Bradford,E00054140,E00036203,96.61241734070349
Bradford,E00054569,E00067994,96.48744716321833
Bradford,E00053556,E00036130,96.36943252927506
Bradford,E00177868,E00036130,95.97900912633473
Bradford,E00054654,E00036380,95.69220732509243
Bradford,E00054387,E00072122,95.66839453194987
Bradford,E00054654,E00036135,95.463219253699
Bradford,E00054649,E00036363,95.4513394684073
Bradford,E00054638,E00064591,95.33278465869965
Bradford,E00177825,E00072270,95.16209704732753
Bradford,E00053634,E00069878,95.09050513551448
Bradford,E00176127,E00060865,94.71644616160746
Birmingham,E00047467,E00145330,94.46112866817397
Birmingham,E00186158,E00145432,93.7587395395684
Bradford,E00053563,E00072408,93.4887786558648
Bradford,E00176151,E00189244,93.47417334515005
Bradford,E00054143,E00064388,93.01773634261818
Bradford,E00054644,E00037046,92.96916885020302
Bradford,E00054580,E00071829,92.74697035159984
Bristol,E00174316,E00077817,92.68311841168182
Birmingham,E00186099,E00145632,92.43525761621738
Bradford,E00176102,E00060986,92.39701873481802
Bradford,E00054590,E00064859,92.07627990578081
Bradford,E00053602,E00072121,92.0583120747403
Bradford,E00054130,E00064883,91.88955418533455
Bradford,E00053591,E00033212,91.55772166692732
Bath,E00072573,E00164808,91.38359882064842
Bradford,E00176144,E00060767,91.31573243668836
Bradford,E00177822,E00060699,91.23856729300496
Bradford,E00176146,E00033850,91.06510119931744
Bristol,E00073448,E00077924,90.95618577572024
Bradford,E00054209,E00072138,90.88803684035577
Bradford,E00177761,E00033906,90.7851031098518
Bradford,E00054653,E00033052,90.59802350950562
Bradford,E00177827,E00065142,90.5273064781456
Bradford,E00054648,E00034201,90.26670850372024
Bradford,E00053625,E00034311,90.23727870625343
Bradford,E00053548,E00034311,90.0602129883842
Bradford,E00054611,E00033871,90.02569248528322
Bradford,E00053640,E00065029,89.84070966542373
Bradford,E00054621,E00033832,89.66357811096815
Bradford,E00054155,E00033829,89.6036726411245
Bradford,E00053597,E00071972,89.49230619039304
Bradford,E00054595,E00034311,89.41804656942193
Bradford,E00054392,E00033871,89.26888828642326
Bradford,E00176158,E00064866,89.1326843232842
Bradford,E00054344,E00034311,88.90803589751762
Bradford,E00054408,E00034311,88.42116726134006
Birmingham,E00175748,E00084833,88.41927700580311
Bradford,E00177793,E00034311,88.22135465505522
Bradford,E00054209,E00033937,88.1864146321895
Bradford,E00054523,E00034104,88.08129749758005
Bradford,E00054160,E00034311,88.06376760867833
Bradford,E00176195,E00034311,87.88539029348085
Bristol,E00174324,E00164736,87.8595777082692
Bradford,E00054145,E00034311,87.84782968219984
Bradford,E00054219,E00034311,87.70036028889642
Bradford,E00054633,E00033906,87.5773885834871
Bradford,E00054637,E00034311,87.24630231888639
Bradford,E00054652,E00034400,87.17030787624907
Bristol,E00178047,E00172259,87.11937218106347
Bradford,E00054631,E00034311,87.02172848396648
Sheffield,E00172405,E00178635,86.96866845646942
Bradford,E00176114,E00034311,86.91817731301668
Bradford,E00177784,E00034311,86.817099768406493
Sheffield,E00041101,E00168091,86.56261669495967
Bristol,E00074009,E00164701,86.489030250565
Bradford,E00054146,E00034311,86.46933377904519
Bradford,E00177764,E00033543,86.44293147898573
Sheffield,E00185205,E00169505,86.22158377009805
Sheffield,E00185242,E00178464,85.66809895822897
Bath,E00072764,E00086818,85.36207552700245
Sheffield,E00185214,E00169558,85.26545616176716
Bradford,E00054626,E00034240,85.14355228780326
Bradford,E00176142,E00063868,84.59700108990748
Bradford,E00177860,E00064150,83.99841075569633
Bradford,E00054223,E00072371,83.10426138854126
Bath,E00072755,E00077306,81.40883525117245
Bath,E00072768,E00077723,81.31967519330422
Bradford,E00054425,E00034933,79.12954611894564
Birmingham,E00175779,E00138031,75.99068360587478
Portsmouth,E00174470,E00161089,75.38983516975277
Birmingham,E00175639,E00187520,75.09755391279899
Sheffield,E00172508,E00173156,74.75317168418874
Birmingham,E00186174,E00173489,74.66721574461496
Birmingham,E00186098,E00173547,74.38096061030745
Birmingham,E00175645,E00173546,74.34958482688378
Birmingham,E00186274,E00173512,73.86591709242684
Birmingham,E00186188,E00187523,73.80165220785479
Birmingham,E00186228,E00189139,73.79168716322066
Birmingham,E00175616,E00187558,73.50586046300012
Birmingham,E00186106,E00070234,73.40304074265315
Birmingham,E00186309,E00173484,73.27782578359407
Birmingham,E00175659,E00069667,73.08313826548034
Birmingham,E00186094,E00070394,73.02517200281441
Birmingham,E00175624,E00187542,72.61692210214358
Portsmouth,E00086016,E00082736,72.43758305288523
Birmingham,E00175654,E00069687,72.43104893339546
Birmingham,E00047468,E00189026,71.84063911123988
Birmingham,E00047467,E00186442,71.7547393683865
Bradford,E00054141,E00063043,71.47167669729876
Birmingham,E00186242,E00187532,71.27168028786912
Sheffield,E00185242,E00185504,70.05484724376412
Bradford,E00176157,E00034825,69.00310792631406
Sheffield,E00172514,E00171674,67.91429428445049
Portsmouth,E00086046,E00085509,67.21664008507359
Sheffield,E00172504,E00181463,66.93432879452676
Bristol,E00073463,E00112581,63.36083569693735
Bristol,E00178086,E00186480,62.41459527510529
Portsmouth,E00179944,E00085733,62.04802157781301
Bristol,E00174046,E00168908,61.62563631002609
Bristol,E00174324,E00168908,60.976696265613406
Bath,E00072581,E00112523,60.968213364422134
Bath,E00072567,E00168911,59.71765596257347
Birmingham,E00186238,E00069125,59.322942590930936
Birmingham,E00175666,E00068971,59.0644666888807
Portsmouth,E00086029,E00077802,59.00577075865448
Bradford,E00054428,E00029627,58.61915807344055
Birmingham,E00175673,E00069380,58.50081944508285
Birmingham,E00175657,E00068999,58.40658216898423
Birmingham,E00175655,E00068971,58.29089549570928
Bradford,E00053631,E00024735,58.18847318472488
Bath,E00073051,E00112660,57.99509820309484
Bradford,E00054421,E00029267,57.796380300267515
Birmingham,E00186272,E00178487,57.75079462334522
Portsmouth,E00086519,E00077801,57.439404699155986
Birmingham,E00186096,E00179849,57.13484317360995
Portsmouth,E00086035,E00180418,56.86370970440491
Birmingham,E00175771,E00168105,56.76493926656951
Birmingham,E00175708,E00068798,56.721059925297496
Portsmouth,E00086032,E00180418,56.48623610943452
Birmingham,E00186116,E00068493,56.280931946857486
Birmingham,E00175634,E00069404,56.27213094483893
Birmingham,E00186225,E00072249,56.147948015879955
Portsmouth,E00086036,E00172754,56.14509600707412
Portsmouth,E00086033,E00180415,56.11102270870504
Portsmouth,E00086055,E00172752,55.99417611754455
Birmingham,E00175663,E00068880,55.964516355966275
Birmingham,E00175620,E00178495,55.839751169324074
Birmingham,E00175760,E00069431,55.72735860685848
Birmingham,E00175773,E00068100,55.711782982580345
Birmingham,E00046660,E00068946,55.42628136467442
Birmingham,E00175649,E00069344,55.41228741686029
Bradford,E00054418,E00029564,55.31449953895025
Birmingham,E00175778,E00068776,54.906205125232006
Birmingham,E00045212,E00068090,54.898325727971496
Bradford,E00053598,E00024506,54.80315683543323
Bradford,E00053630,E00029283,54.51336677380393
Bradford,E00054617,E00026690,54.48960869522788
Bradford,E00177819,E00181473,54.31863448866156
Birmingham,E00175678,E00069282,53.89696361476356
Bradford,E00054592,E00026192,53.86490891104832
Bradford,E00054395,E00029664,53.30414121281522
Sheffield,E00185195,E00181595,53.27160875156838
Birmingham,E00175654,E00069525,53.202620459374906
Birmingham,E00175608,E00068707,52.79990022034868
Bristol,E00074009,E00113403,52.73176749172
Sheffield,E00185257,E00173520,52.167470996357366
Sheffield,E00172407,E00180796,52.08563871124655
Bradford,E00176107,E00029358,51.96252906754142
Sheffield,E00185187,E00180791,51.8839866329632
Sheffield,E00185186,E00070376,51.67635383359374
Sheffield,E00172416,E00173500,51.57780112929608
Sheffield,E00185257,E00180789,51.47416746606623
Portsmouth,E00174455,E00162093,51.228398311550535
Sheffield,E00172415,E00171191,51.059081906356745
Bradford,E00177776,E00026221,51.05517399788193
Bradford,E00054394,E00024441,51.01679251683179
Bradford,E00053626,E00063456,51.01503509933832
Bradford,E00054166,E00024367,51.01121231457808
Bradford,E00177827,E00026563,50.9319035827203
Bradford,E00054400,E00024427,50.92264351297473
Bradford,E00054587,E00180926,50.780736698018416
Sheffield,E00172499,E00180934,50.384722575281145
Portsmouth,E00086033,E00184801,50.35905378921272
Sheffield,E00185184,E00068066,50.34860200748528
Bradford,E00053838,E00024584,50.32210972556252
Bradford,E00176173,E00026769,50.32105170809933
Bradford,E00054391,E00026515,50.22104792405016
Sheffield,E00185261,E00173500,50.196151194204134
Portsmouth,E00086024,E00114714,50.13721481237242
Bradford,E00176157,E00039348,50.088838372733754
Sheffield,E00172447,E00175818,50.078924812211525
Bradford,E00176108,E00025902,49.921224219004436
Sheffield,E00185195,E00058896,49.6905321132726
Bradford,E00054638,E00171673,49.46239718205843
Bradford,E00054409,E00180821,49.382780674320045
Bradford,E00054171,E00025937,49.32523598990986
Bradford,E00053579,E00024831,49.254133680238084
Bradford,E00054210,E00024574,49.183514429527165
Bradford,E00054588,E00168791,49.17495131336472
Bradford,E00054424,E00024870,49.15151080609836
Bradford,E00053589,E00063425,48.953324956315505
Bradford,E00054435,E00028479,48.90689080942482
Bradford,E00177808,E00026281,48.8593330424611
Bradford,E00054579,E00180804,48.67818722070196
Bradford,E00177769,E00024934,48.50517390161491
Sheffield,E00185199,E00057849,48.416771934217884
Sheffield,E00172416,E00057643,48.101264360934785
Bradford,E00053591,E00025611,48.058797493892015
Sheffield,E00172418,E00057632,47.89502995717464
Sheffield,E00172411,E00057856,47.825701621559844
Bradford,E00053838,E00175845,47.81917344540149
Bradford,E00053595,E00039354,47.68255911071041
Sheffield,E00172411,E00058813,47.60701267631218
Bradford,E00053571,E00026451,47.50956927524189
Bradford,E00176141,E00026316,47.442436018651954
Sheffield,E00172499,E00187030,47.41334112737708
Bradford,E00054653,E00026525,47.3826695755374
Bradford,E00176125,E00063735,47.347405283916004
Sheffield,E00185235,E00058870,47.31325723284167
Bradford,E00054139,E00026768,47.118979719123075
Sheffield,E00172429,E00058862,47.066978832398206
Bradford,E00054156,E00172928,47.03267418671659
Bradford,E00177753,E00180776,47.011875141370325
Bradford,E00176160,E00025630,46.642538436905255
Bradford,E00054416,E00067609,46.55218824492525
Bradford,E00054210,E00067893,46.245215537599805
Bradford,E00054350,E00063407,46.129171431641865
Sheffield,E00185221,E00029160,45.64912937664092
Bradford,E00054134,E00026506,45.609894393971544
Bradford,E00176129,E00181626,45.59689385338859
Sheffield,E00185191,E00169805,45.561209377535405
Sheffield,E00172460,E00187143,45.3877158366807
Bradford,E00054416,E00026483,44.240948242517746
Bradford,E00054216,E00025787,43.64002462561276
Bradford,E00053602,E00067417,42.98576988126326
Bradford,E00054133,E00026465,41.81236593597619
Bradford,E00054133,E00027210,41.43030591882677
Bradford,E00053600,E00027167,41.2186039156793
Bradford,E00054387,E00027627,40.82932351953056
Bradford,E00054216,E00027193,40.36414593325784
Bradford,E00053623,E00181758,39.398598333561274
Bradford,E00054142,E00027160,38.840992914052585
Bradford,E00054594,E00027105,38.23804080828073
Bradford,E00054162,E00027000,37.54265820062258
Bradford,E00176108,E00181739,36.74259755390217
Bradford,E00176125,E00181756,36.194654192923174
Sheffield,E00172429,E00178702,35.87448067143592
Bradford,E00054155,E00026989,35.65170803593846
Bradford,E00177753,E00181786,35.053778169172055
Bradford,E00054169,E00168619,34.931683596513054
Bradford,E00177855,E00027415,34.65869372865224
Bradford,E00177825,E00027751,34.33616544120201
Sheffield,E00172445,E00056741,34.19061606714088
Sheffield,E00172513,E00056741,33.63876173956076
Sheffield,E00172413,E00056741,33.582659014313826
Sheffield,E00040908,E00056741,33.52488984302609
Bradford,E00176196,E00028247,33.35532683751613
Bradford,E00054427,E00028174,33.27182981885445
Birmingham,E00186215,E00049127,32.99714650367111
Bradford,E00176158,E00028182,32.84415102057812
Birmingham,E00186254,E00049154,32.234973327063955
Bradford,E00176159,E00027804,32.14543174201021
Bradford,E00177833,E00028174,31.922160348909557
Bradford,E00054217,E00028171,31.548610111493346
Birmingham,E00186228,E00048858,30.02139027467224
Birmingham,E00186240,E00048752,29.696644471574967
Birmingham,E00186255,E00048452,29.1877638346221
Birmingham,E00186113,E00048452,29.00189089922168
Birmingham,E00175658,E00048756,28.870544875074476
Portsmouth,E00086055,E00087104,28.855120787863633
Birmingham,E00186255,E00185087,28.841716356273725
Portsmouth,E00086022,E00086805,28.793312980475857
Birmingham,E00046370,E00172194,28.101266960801784
Birmingham,E00186150,E00048452,27.85867018527936
Portsmouth,E00086038,E00087136,27.774014404195288
Birmingham,E00186150,E00185087,27.512647880429036
Birmingham,E00046393,E00048445,27.4766756774717
Birmingham,E00175733,E00048839,27.315991348438683
Bradford,E00176193,E00056330,27.17987668206417
Portsmouth,E00086039,E00086858,26.770776676990437
Portsmouth,E00086370,E00086836,26.155125761292666
Birmingham,E00046660,E00048445,26.151448561220416
Portsmouth,E00179945,E00086612,26.145207376635575
Portsmouth,E00086022,E00086833,26.10568224250762
Portsmouth,E00179918,E00086857,26.02241050018513
Birmingham,E00186280,E00172171,26.021530235192866
Portsmouth,E00086037,E00086629,25.94669013705111
Portsmouth,E00086056,E00166986,25.58918020516476
Portsmouth,E00179945,E00086629,25.356971116418126
Portsmouth,E00086369,E00186087,24.942394565597812
Portsmouth,E00086038,E00190594,24.463024432486417
Bradford,E00054435,E00057493,24.186008409178545
Portsmouth,E00086035,E00086966,24.02193086413138
Portsmouth,E00086027,E00190538,23.886273262222684
Bradford,E00054135,E00059074,22.608959351274112
Bradford,E00054405,E00059074,22.33665414657111
Bradford,E00054431,E00055846,21.921647793801526
Bradford,E00176149,E00059090,21.53969321006314
Bradford,E00176144,E00056268,21.217976394660035
Portsmouth,E00086055,E00086676,21.116871297561897
Newcastle,E00190004,E00044399,20.547020618517486
Bradford,E00177834,E00056556,20.492807299303518
Portsmouth,E00086369,E00086676,20.23317002601096
Bradford,E00054414,E00057606,20.034394505454177
Bradford,E00176160,E00057625,19.711467923227335
Bradford,E00053631,E00059080,18.519847744458787
Birmingham,E00175676,E00181856,18.308049328155615
Birmingham,E00186106,E00052769,18.16226130738546
Bradford,E00177865,E00178680,17.845884554581936
Bradford,E00177765,E00056624,17.83562789925365
Bradford,E00054136,E00057154,17.485141272891134
Bradford,E00176109,E00057621,17.28997707706746
Bradford,E00054402,E00055973,17.248066791445364
Bradford,E00054428,E00057297,17.138962954712525
Bradford,E00054626,E00056748,17.127079049929325
Bradford,E00054490,E00058017,16.88955762939672
Bradford,E00053579,E00055850,16.88456716764834
Newcastle,E00042583,E00170230,16.484559971666833
Bradford,E00054523,E00169751,16.367391443891734
Bradford,E00054426,E00056999,16.357788566424905
Birmingham,E00175670,E00052773,16.322709804987056
Bradford,E00176174,E00058002,16.25610800810608
Bradford,E00177851,E00169739,16.25354533895005
Bradford,E00177843,E00058808,16.082029995279846
Bradford,E00054154,E00058241,16.001134689844946
Bradford,E00054132,E00057601,15.98911917857661
Birmingham,E00046357,E00052795,15.885742046359768
Bradford,E00177822,E00057627,15.611327724327788
Bradford,E00054434,E00058275,15.51217061543753
Bradford,E00053867,E00175512,15.501340875285273
Bradford,E00054618,E00058264,15.467738400537584
Bradford,E00054214,E00058843,15.313335264688384
Bradford,E00177804,E00055979,15.17930313125841
Bradford,E00054144,E00175522,15.17522800635159
Bradford,E00054410,E00058856,14.880466634124252
Bradford,E00176184,E00058001,14.836393679244107
Bradford,E00054423,E00057856,14.540511253212987
Bradford,E00177866,E00055605,14.508391034727653
Bradford,E00177767,E00058874,14.409865968708655
Bradford,E00054172,E00055920,14.000050898383046
Bradford,E00053592,E00056718,13.823826107700011
Bradford,E00176193,E00056100,13.631274542270242
Bradford,E00054173,E00055632,13.560389869203783
Bradford,E00054180,E00057031,13.281768506621393
Bradford,E00053837,E00057855,13.129409327431
Bradford,E00176112,E00056995,12.806515997336485
Bradford,E00053576,E00169742,12.748640860625505
Bradford,E00176127,E00055976,12.685891209489707
Bradford,E00053600,E00057023,12.5887091487099
Bradford,E00054590,E00055531,12.448470813965091
Birmingham,E00175669,E00050916,11.80540108716852
Bradford,E00176137,E00055593,11.496729849866808
Bradford,E00054570,E00058960,11.448622850924421
Bradford,E00053577,E00057284,10.998659761798207
Bradford,E00054569,E00057858,10.874932047393253
Bradford,E00054215,E00055605,10.57625484250571
Bradford,E00177783,E00057736,9.951288621855365
Bradford,E00054490,E00057727,8.751438728436213
Bradford,E00176143,E00056836,8.585143586796576
Bradford,E00053574,E00056843,8.317626911011383
Newcastle,E00175574,E00042006,8.076228396233464
Bradford,E00176149,E00058498,7.017074765178864
