control_OA,matched_schemes,matched_to,n_pair_rows,n_treated_matched,max_distance_km,mean_distance_km,LAD24CD,LAD24NM,area_km2,map_geom_area_km2,n_roads,road_length_km,road_density_m_km2,pop_density,mean_total_pkm,trend_total_pkm,extreme_area_control,extreme_distance_control
E00063735,Bradford,E00176125,1,1,47.347405283916004,47.347405283916004,E06000008,Blackburn with Darwen,0.24658699765498576,0.24658699765498576,292,8.04186688857534,32612.696391344947,2104.733846210996,0.45247739740251114,0.030006461694415218,FALSE,FALSE
E00068613,Bradford,E00177765,1,1,102.47643539704633,102.47643539704633,E06000015,Derby,0.2447312479386468,0.2447312479386468,42,2.034532272906711,8313.33264568144,1679.3932260870754,0.4772418766367347,-0.03109954374401175,FALSE,FALSE
E00108164,Bradford,E00054404,1,1,295.00508501086557,295.00508501086557,E07000066,Basildon,0.24455487823671848,0.24455487823671848,20,1.7625427757445622,7207.146258757094,952.7513892994854,0.248540918284917,-0.15620581866375827,FALSE,FALSE
E00055525,Portsmouth,E00086031,1,1,325.451856675976,325.451856675976,E08000034,Kirklees,0.2408814277156084,0.2408814277156084,18,1.509961242937447,6268.483449542449,988.0379830735216,0.11256348518545464,-0.14990394649762234,FALSE,FALSE
E00109719,Bradford,E00054403,1,1,275.421298000174,275.421298000174,E07000070,Chelmsford,0.24026990494189784,0.24026990494189784,31,1.1279005733963259,4694.306486986272,1331.835545851581,0.0443301485781148,-0.04573985412397103,FALSE,FALSE
E00025844,Birmingham,E00186108,1,1,113.16382137121742,113.16382137121742,E08000003,Manchester,0.23635762879224914,0.23635762879224914,126,3.9031638321608013,16513.805169333282,2077.36049184845,0.37168603788708,0.032588898439411026,FALSE,FALSE
E00171673,Bradford,E00054638,1,1,49.46239718205843,49.46239718205843,E08000001,Bolton,0.23505815127411975,0.23505815127413338,177,5.16076242437961,21955.25828993706,1212.4659300482592,0.35256244143397597,-0.026402963477865953,FALSE,FALSE
E00167014,Sheffield,E00185186,1,1,275.43730475358814,275.43730475358814,E06000045,Southampton,0.22523689377827105,0.22523689377827105,106,3.559591857435954,15803.769079412483,2646.1029097067803,0.640515006021592,0.02349528949561899,FALSE,FALSE
E00182928,Birmingham,E00186309,1,1,124.9568307191365,124.9568307191365,E08000012,Liverpool,0.2234595016520064,0.2234595016520064,91,2.87430076073025,12862.7368247084,6144.290083212365,0.3282840170700405,0.027885100802282733,FALSE,FALSE
E00172213,Newcastle,E00042822,1,1,284.86769752877177,284.86769752877177,E08000026,Coventry,0.22170490626851772,0.22170490626851772,178,5.145471840181017,23208.651205711627,1619.2695328320676,0.4077370482560435,-0.050810402795860146,FALSE,FALSE
E00180796,Sheffield,E00172407,1,1,52.08563871124655,52.08563871124655,E08000003,Manchester,0.22126062665692764,0.22126062665692764,127,4.8916258247153666,22107.981427260456,1500.492902945528,0.33259085185540876,-0.05557645359778042,FALSE,FALSE
E00138488,Bradford,E00054412,1,1,185.86554500471814,185.86554500471814,E06000062,West Northamptonshire,0.22047308344576613,0.22047308344576613,90,2.20079235360183,9982.136228176803,1596.566775855829,0.5013653369860939,0.005385107733456953,FALSE,FALSE
E00029228,Newcastle,E00042814,1,1,178.71833859952457,178.71833859952457,E08000007,Stockport,0.21810237122029835,0.21810237122029835,25,2.3301771776965428,10683.869068726925,1792.7361257574921,0.19247871118683194,-2.408143810762567e-4,FALSE,FALSE
E00165713,Bath,E00072805,1,1,229.101945887014,229.101945887014,E08000012,Liverpool,0.2164004751525144,0.2164004751525144,39,2.0653997453338935,9544.3401585798,836.4122115371285,0.023396197326531656,0.2084776292861813,FALSE,FALSE
E00173468,Bradford,E00053592,1,1,102.73082373582095,102.73082373582095,E06000018,Nottingham,0.2162763662983838,0.2162763662983838,57,3.004755007046253,13893.12692123174,1253.0264154064675,0.3376957514408031,-0.04914943364031328,FALSE,FALSE
E00058843,Bradford,E00054214,1,1,15.313335264688384,15.313335264688384,E08000035,Leeds,0.21617609351856337,0.21617609351856337,134,5.45920643112291,25253.51597517937,1119.4577349470842,0.46532733869847076,-0.05429177589597266,FALSE,FALSE
E00136566,Bath,E00072566,1,1,287.2817239125859,287.2817239125859,E07000148,Norwich,0.2094639432887407,0.2094639432887407,59,2.3236903007411565,11093.509767158392,1355.8419436824659,0.2582099687762289,0.04053864124455979,FALSE,FALSE
E00045023,Bradford,E00054213,1,1,124.22800179278563,124.22800179278563,E08000024,Sunderland,0.2091572655924142,0.2091572655924142,48,2.341995818230973,11197.296023150502,1013.5913729773339,0.10168079641571523,-0.3197108781022867,FALSE,FALSE
E00024574,Bradford,E00054210,1,1,49.183514429527165,49.183514429527165,E08000001,Bolton,0.20770830805639712,0.20770830805639712,207,5.24075782752111,25231.33463731328,1237.3120863813458,0.46744470563692203,0.0233635160212385,FALSE,FALSE
E00068694,Bradford,E00053581,1,1,130.8005326861485,130.8005326861485,E06000016,Leicester,0.20738745936550618,0.20738745936550618,94,3.0756670470641576,14830.535349022744,1393.5268838539428,0.3834447883836235,-0.03884587050054613,FALSE,FALSE
E00168791,Bradford,E00054588,1,1,49.17495131336472,49.17495131336472,E08000018,Rotherham,0.20529656128769905,0.20529656128769905,60,2.699505490054203,13149.297158811942,1485.6556684969423,0.16288872225674597,0.04447572564815964,FALSE,FALSE
E00167356,Bristol,E00174295,1,1,205.16771631644997,205.16771631644997,E07000008,Cambridge,0.20319925112753032,0.20319925112753032,65,2.075371967798638,10213.482364145671,3651.5882606984205,1.0518104869246236,0.018169785440459232,FALSE,FALSE
E00152830,Bradford,E00053585,1,1,273.14610146076177,273.14610146076177,E07000202,Ipswich,0.20199292475015299,0.20199292475015299,26,1.5176073660681748,7513.170909056929,1806.9939848213596,0.13178639249634183,0.06166267844779145,FALSE,FALSE
E00172172,Sheffield,E00041101,1,1,107.85322773888541,107.85322773888541,E08000026,Coventry,0.20154578478818247,0.20154578478818247,128,3.9370406867801915,19534.22489543943,8846.625107411055,0.44413549137843206,0.017882096848267928,FALSE,FALSE
E00175522,Bradford,E00054144,1,1,15.17522800635159,15.17522800635159,E08000034,Kirklees,0.19854799081939598,0.19854799081939598,111,3.3226067867501308,16734.52737062675,3837.8630619996225,0.3929005397827635,-0.04215820574324699,FALSE,FALSE
E00026989,Bradford,E00054155,1,1,35.65170803593846,35.65170803593846,E08000004,Oldham,0.19761839108253387,0.19761839108253387,86,3.15571244289314,15968.718425478828,1477.5952703614935,0.484781813198879,0.008902706370910864,FALSE,FALSE
E00084832,Bradford,E00054211,1,1,202.27756983503897,202.27756983503897,E06000042,Milton Keynes,0.19705912347483268,0.19705912347483268,55,2.593675690452392,13161.916305710361,1837.0121292365977,0.13103777825851448,0.017279013930251712,FALSE,FALSE
E00072371,Bradford,E00054223,1,1,83.10426138854126,83.10426138854126,E06000021,Stoke-on-Trent,0.19510693358427147,0.19510693358427147,11,0.6690644621551389,3429.2192997136804,1240.3454636606969,0.07473121474565224,20.4467265755201,FALSE,FALSE
E00177425,Bradford,E00053577,1,1,143.98427321540518,143.98427321540518,E08000028,Sandwell,0.19495550534499623,0.19495550534499623,63,2.7330237685476795,14018.705261548163,2338.995245058894,0.29237762554279795,-0.014760312883384424,FALSE,FALSE
E00027487,Birmingham,E00045210,1,1,117.5987475324557,117.5987475324557,E08000004,Oldham,0.19463022520402445,0.19463022520402445,140,5.5219647677154375,28371.56850600642,3015.975547398495,0.3937100455096629,0.03722142935875006,FALSE,FALSE
E00025611,Bradford,E00053591,1,1,48.058797493892015,48.058797493892015,E08000003,Manchester,0.1935307821566024,0.1935307821566024,106,4.508242285848409,23294.704003213308,2428.554231851771,0.2601400780258408,-0.01950461454879593,FALSE,FALSE
E00036748,Bradford,E00054129,1,1,101.14090223234021,101.14090223234021,E08000015,Wirral,0.1925925021150335,0.1925925021150335,23,1.3001599003735689,6750.8334233956675,1578.4622800031123,0.11516314259267543,0.06684303455272902,FALSE,FALSE
E00052753,Bradford,E00054399,1,1,140.37010795310871,140.37010795310871,E08000031,Wolverhampton,0.19131095736304232,0.19131095736304232,15,1.1246696034246944,5878.7516351740305,1860.8447989961944,0.17754014102628832,-0.1935946900526634,FALSE,FALSE
E00044200,Bristol,E00178075,1,1,392.65187477590194,392.65187477590194,E08000024,Sunderland,0.1857743452201013,0.1857743452201013,87,3.184937746499726,17144.120425919322,2244.658698734466,0.14129004577704976,0.025168571827406293,FALSE,FALSE
E00051057,Bradford,E00054392,1,1,143.19157693363235,143.19157693363235,E08000028,Sandwell,0.1827618180542786,0.1827618180542786,49,1.8876409234319036,10328.420583293231,1313.184572987352,0.185097968402148,-0.10298922128978011,FALSE,FALSE
E00053032,Bradford,E00054426,1,1,140.38494708731116,140.38494708731116,E08000031,Wolverhampton,0.17919748113082384,0.17919748113082384,24,1.722009931381322,9609.565494529255,1992.2155029588318,0.14517918592923607,0.17530989250312468,FALSE,FALSE
E00056330,Bradford,E00176193,1,1,27.17987668206417,27.17987668206417,E08000034,Kirklees,0.17598548783161305,0.17598548783161305,44,1.944493176998447,11049.167752167057,1846.743183227514,0.07313885267498349,-0.07820968004029907,FALSE,FALSE
E00175845,Bradford,E00053838,1,1,47.81917344540149,47.81917344540149,E08000003,Manchester,0.17594161072094414,0.17594161072094414,124,4.325364092363071,24584.08829292466,886.6577915296402,0.28730055400286275,-0.02239611444042422,FALSE,FALSE
E00145631,Newcastle,E00175558,1,1,359.53335684640854,359.53335684640854,E07000178,Oxford,0.17478204583980306,0.17478204583980306,33,1.3155351835765474,7526.718074820481,3015.183839208652,2.874183486085371,-0.029395959418663336,FALSE,FALSE
E00052697,Bradford,E00054413,1,1,136.59279079895808,136.59279079895808,E08000031,Wolverhampton,0.17360919969453242,0.17360919969453242,50,2.5895430638522803,14915.932268616029,2056.3426398379,0.01930842575972401,0.015060374493010316,FALSE,FALSE
E00029664,Bradford,E00054395,1,1,53.30414121281522,53.30414121281522,E08000007,Stockport,0.17321274358795355,0.17321274358795355,14,0.7954966793701764,4592.599036838425,1974.4505682189606,0.17622952255563595,0.1999332461488175,FALSE,FALSE
E00027193,Bradford,E00054216,1,1,40.36414593325784,40.36414593325784,E08000004,Oldham,0.1731545666989591,0.1731545666989591,88,2.7305098402309307,15769.20489182423,1553.5252989756525,0.180660216905968,-0.011620201256503858,FALSE,FALSE
E00178700,Bath,E00073126,1,1,255.2346397042185,255.2346397042185,E08000034,Kirklees,0.17301256575282212,0.17301256575282212,179,5.047258214646051,29172.78402689501,2785.924813626653,0.37654275235713824,-0.037160682828130856,FALSE,FALSE
E00162352,Bristol,E00178105,1,1,172.92608811738913,172.92608811738913,E07000229,Worthing,0.168256342338176,0.168256342338176,24,0.9002582566221341,5350.516028767094,1973.179705361228,0.5518744164193037,0.005382731288080501,FALSE,FALSE
E00084325,Portsmouth,E00179966,1,1,136.3783374574389,136.3783374574389,E06000042,Milton Keynes,0.16709850273535307,0.16709850273535307,41,2.2998547819371367,13763.46732190411,1723.5342943564735,0.1489472303601138,0.027099686078079686,FALSE,FALSE
E00051378,Bradford,E00054403,1,1,152.70245530462387,152.70245530462387,E08000029,Solihull,0.16539253287235509,0.16539253287235509,14,1.1383857125447576,6882.932940045903,2478.951092165845,0.0439218442826637,-0.04573985412397108,FALSE,FALSE
E00055976,Bradford,E00176127,1,1,12.685891209489707,12.685891209489707,E08000034,Kirklees,0.16490339721597627,0.16490339721597627,54,2.155951981908882,13074.03011888956,1922.3375949303258,0.19945527711580263,0.023957234849645147,FALSE,FALSE
E00056556,Bradford,E00177834,1,1,20.492807299303518,20.492807299303518,E08000034,Kirklees,0.16420105040080427,0.16420105040080427,59,1.8075356854818772,11008.064084059135,1607.7850863657259,0.1809621257423742,-0.335913421839363,FALSE,FALSE
E00145299,Bradford,"E00054650, E00176207",2,2,234.34192252670468,234.3216122326018,E07000178,Oxford,0.16411851524532586,0.16411851524532586,49,1.7374458035336775,10586.531330340928,2217.909414156529,0.2893016858296824,-0.15122010986846623,FALSE,FALSE
E00057736,Bradford,E00177783,1,1,9.951288621855365,9.951288621855365,E08000035,Leeds,0.1636855350921551,0.1636855350921551,32,1.191864226976141,7281.426708261792,1557.8652069435138,0.35748157412272863,-0.06603329369866975,FALSE,FALSE
E00051326,Bristol,E00073437,1,1,120.19480519853731,120.19480519853731,E08000029,Solihull,0.16271107250766131,0.16271107250766131,15,1.2907067833927517,7932.507379496121,1880.6341528207422,0.11621539603728588,0.141126081406953,FALSE,FALSE
E00180779,Birmingham,E00186094,1,1,113.85918161282675,113.85918161282675,E08000003,Manchester,0.15992805095413234,0.15992805095413234,67,2.4572120887375632,15364.484679690719,13893.747761843691,0.6615147334860788,0.037200628745599526,FALSE,FALSE
E00169548,Bradford,"E00054148, E00176107",2,2,131.91944874819296,130.99997108683266,E06000016,Leicester,0.15965281634761208,0.15965281634761208,84,2.3055296327217665,14440.89547222228,1020.9653905829015,0.2320193557297711,0.05851880880324136,FALSE,FALSE
E00178635,Sheffield,E00172405,1,1,86.96866845646942,86.96866845646942,E06000016,Leicester,0.15926065954646748,0.15926065954646748,81,2.560523347475136,16077.563377966875,15684.9783688806,0.7868461742349193,-0.04223704269840449,FALSE,FALSE
E00069452,Bradford,E00054391,1,1,140.9732056916652,140.9732056916652,E06000016,Leicester,0.15882376899826295,0.15882376899826295,31,1.320668178209866,8315.305615397592,1744.0714431290794,0.14697863036505615,0.07615784993996452,FALSE,FALSE
E00176640,Portsmouth,E00086055,1,1,317.6295110229486,317.6295110229486,E08000012,Liverpool,0.15845416365702722,0.15845416365702722,96,3.1893107029428296,20127.654769906,2246.706503532209,0.37962905241023287,-0.07122186082312781,FALSE,FALSE
E00058874,Bradford,E00177767,1,1,14.409865968708655,14.409865968708655,E08000035,Leeds,0.15583824063416546,0.15583824063416546,72,3.1237378556326676,20044.74539061133,1976.408349751833,0.6139396417474283,-0.0018166432932372996,FALSE,FALSE
E00169811,Birmingham,E00046408,1,1,149.0133031740859,149.0133031740859,E08000035,Leeds,0.15582219074358233,0.15582219074358233,80,2.135266726957799,13703.22620140509,2066.457918884457,0.9606713175934489,-0.01988169084402349,FALSE,FALSE
