outcome,outcome_col,model,estimate_log_irr,se,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
other,total_inj_adj_Other_new,No COVID interactions,0.09922519329436486,0.10172637338956765,-0.10015849854918774,0.29860888513791745,1.1043149558828944,0.9046940139829175,1.3479823044453854,10.43149558828944,-9.53059860170825,34.79823044453853
other,total_inj_adj_Other_new,COVID-adjusted,0.030040072231262607,0.10545664453822083,-0.1766549510636502,0.23673509552617544,1.0304958273932616,0.8380689094247903,1.2671054114198967,3.049582739326162,-16.19310905752097,26.710541141989673
