outcome,outcome_col,model,estimate_log_irr,se,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
active_travel,total_inj_adj_ActiveTravel_new,No COVID interactions,0.19242464249045632,0.05044161180356295,0.09355908335547294,0.2912902016254397,1.21218515301127,1.098075479408619,1.3381528617434517,21.218515301126995,9.807547940861895,33.815286174345175
active_travel,total_inj_adj_ActiveTravel_new,COVID-adjusted,0.1018297064909933,0.05247090919731122,-0.001013275535736699,0.2046726885177233,1.1071949075667988,0.99898723765457,1.227123347661562,10.719490756679884,-0.10127623454300183,22.712334766156197
