outcome,outcome_col,model,estimate_log_irr,se,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
car_van,total_inj_adj_CarVan,No COVID interactions,0.20664728877561472,0.0616738671019962,0.08576650925570217,0.3275280682955273,1.2295488196210118,1.0895518983190715,1.3875339964656743,22.954881962101183,8.955189831907152,38.75339964656743
car_van,total_inj_adj_CarVan,COVID-adjusted,0.138518066281478,0.06525109274609495,0.010625924499131911,0.2664102080638241,1.1485704317794565,1.0106825801298605,1.3052703813184787,14.85704317794565,1.0682580129860453,30.527038131847874
