scheme,estimate_log_irr,se,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi,p_value,sig
Bath,-0.7225602088950367,0.1873912680375809,0.4855076623941676,0.3362679070729041,0.7009818221884152,-51.44923376058323,-66.37320929270959,-29.901817781158478,1.153091013653304e-4,***
Newcastle,0.009541107154864864,0.13071420526159205,1.0095867686225168,0.7814073148785055,1.304397110150079,0.9586768622516839,-21.859268512149455,30.43971101500791,0.9418123869043473,
Bristol,0.01869318365645945,0.0907781520448657,1.0188689949966485,0.8527984915849651,1.2172793915666236,1.8868994996648514,-14.720150841503488,21.72793915666236,0.8368521411064792,
Sheffield,0.020897000751975394,0.1484619425431013,1.0211168719509511,0.763312009509534,1.3659940537983526,2.1116871950951133,-23.668799049046598,36.59940537983526,0.8880622165588206,
Birmingham,0.06352520349070546,0.09880348810355585,1.0655863419584963,0.8779816079845133,1.293277947786485,6.558634195849633,-12.201839201548669,29.32779477864851,0.5202598225570487,
Portsmouth,0.17026475642561473,0.1502030848702267,1.185618709942275,0.8832621031012079,1.5914774566118959,18.561870994227505,-11.67378968987921,59.14774566118959,0.25697762987401784,
Bradford,0.22750671393280522,0.056436006310851466,1.255465868839315,1.1239981904649061,1.4023105741553845,25.5465868839315,12.399819046490613,40.23105741553845,5.548490830058989e-5,***
