scheme,estimate_log_irr,se,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi,p_value,sig
Bath,-0.7620812731739931,0.1777547766471057,0.4666940976135272,0.3294006014310187,0.6612112418772123,-53.33059023864728,-67.05993985689813,-33.87887581227878,1.8088901709627613e-5,***
Bristol,-0.007041884205205318,0.09396246094176444,0.992982851764706,0.8259605163348491,1.1937797562941035,-0.701714823529398,-17.40394836651509,19.37797562941035,0.9402595937655568,
Birmingham,0.014948637960613981,0.07601774777083523,1.015060927677454,0.8745497052407049,1.178147657843905,1.506092767745404,-12.545029475929514,17.814765784390495,0.8441040359349512,
Newcastle,0.03795324311042382,0.07900637169782015,1.0386826661723656,0.8896748274637788,1.2126471916514436,3.86826661723656,-11.032517253622121,21.264719165144363,0.6309557527417846,
Sheffield,0.114955497808925,0.1712184155170908,1.1218235128567453,0.802011287837297,1.5691649395507714,12.182351285674532,-19.798871216270296,56.916493955077144,0.501967777244408,
Portsmouth,0.15061078630622424,0.0959742329688971,1.1625440919348633,0.9631956599411209,1.4031508050765846,16.25440919348633,-3.6804340058879115,40.315080507658465,0.11658188047382363,
Bradford,0.3838129849125031,0.05934486829255127,1.467870902006086,1.3066897660259662,1.6489338487046388,46.7870902006086,30.668976602596622,64.89338487046388,9.963699417991172e-11,***
