treat_group,period,obs,mean_injury,pct_zero,total_injury
0,post,29412,0.04231308649530804,96.45382836937304,1244.5125
0,pre,101308,0.055417922770166224,95.67556362774904,5614.27892
1,post,18495,0.05844822925114896,95.69613409029468,1081
1,pre,63705,0.05559719394082097,95.92025743662192,3541.81924
