term,estimate,se,event_time,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
event_time_ref::-34:treat_group,-0.5228179468238965,0.30428635150500294,-34,-1.1192191957737023,0.07358330212590924,0.5928475789562229,0.326534654750621,1.0763581958633945,-40.715242104377715,-67.34653452493791,7.635819586339454
event_time_ref::-33:treat_group,-0.035434392559965784,0.16501593531116587,-33,-0.35886562576985087,0.2879968406499193,0.9651860555390639,0.6984682011727499,1.3337530903237946,-3.481394446093611,-30.153179882725013,33.37530903237946
event_time_ref::-32:treat_group,-0.041763060107444724,0.11277971432460232,-32,-0.2628113001836653,0.1792851799687758,0.9590970019931143,0.7688869724533876,1.1963618739657411,-4.090299800688568,-23.111302754661246,19.636187396574112
event_time_ref::-31:treat_group,-0.06986043865751443,0.12063549875412159,-31,-0.3063060162155927,0.1665851389005639,0.932523955119891,0.736161307685887,1.1812641031162354,-6.747604488010905,-26.383869231411307,18.12641031162354
event_time_ref::-30:treat_group,-0.013480247434020967,0.10321309817394994,-30,-0.21577791985496284,0.18881742498692092,0.9866102042084183,0.80591425955692,1.2078204145231752,-1.3389795791581727,-19.408574044308004,20.78204145231752
event_time_ref::-29:treat_group,-0.1798334466382563,0.11057846974182045,-29,-0.39656724733222437,0.03690035405571179,0.8354093400587973,0.6726250429406027,1.0375896240888334,-16.45906599412027,-32.737495705939736,3.7589624088833373
event_time_ref::-28:treat_group,-0.07885710666391241,0.11599762256256184,-28,-0.3062124468865336,0.14849823355870878,0.9241719730267753,0.7362301930282538,1.1600907485404173,-7.582802697322466,-26.376980697174623,16.009074854041728
event_time_ref::-27:treat_group,0.1325697227320859,0.10928481906836467,-27,-0.08162852264190884,0.3467679681060806,1.141758619844415,0.9216142539431794,1.4144884808491638,14.175861984441497,-7.838574605682059,41.44884808491638
event_time_ref::-26:treat_group,-0.13285317948251085,0.0935113293716113,-26,-0.316135385050869,0.05042902608584729,0.8755936377829785,0.728960753098081,1.0517222158637611,-12.44063622170215,-27.103924690191906,5.172221586376113
event_time_ref::-25:treat_group,4.933926451491048e-4,0.09005269719219214,-25,-0.17600989385154747,0.1769966791418457,1.000493514383321,0.8386096862162872,1.1936271292541718,0.049351438332090325,-16.139031378371282,19.36271292541718
event_time_ref::-24:treat_group,-0.07261912243893687,0.10874277268276464,-24,-0.2857549568971556,0.14051671201928181,0.9299549615587914,0.7514467302263945,1.150868312737568,-7.004503844120857,-24.855326977360548,15.086831273756808
event_time_ref::-23:treat_group,-0.20767645493851827,0.11535184270585805,-23,-0.433766066642,0.018413156764963495,0.8124698648036407,0.6480638415047876,1.0185837242227462,-18.753013519635932,-35.193615849521244,1.8583724222746234
event_time_ref::-22:treat_group,-0.02526707398917818,0.0935058547225817,-22,-0.20853854924543833,0.15800440126708196,0.97504946690005,0.8117697409883884,1.171171349334233,-2.495053309994999,-18.82302590116116,17.117134933423305
event_time_ref::-21:treat_group,-0.010177818776802556,0.10112626480700052,-21,-0.20838529779852355,0.18802966024491846,0.9898737999502785,0.8118941554088579,1.2068693108580955,-1.0126200049721534,-18.81058445911421,20.686931085809547
event_time_ref::-20:treat_group,-0.13794970813017463,0.0902424522376025,-20,-0.3148249145158755,0.03892549825552627,0.87114250202945,0.729916660893882,1.0396930218208302,-12.885749797055002,-27.008333910611803,3.969302182083023
event_time_ref::-19:treat_group,0.05932363474104706,0.09548992743965293,-19,-0.12783662304067267,0.2464838925227668,1.0611186000190038,0.8799971386575587,1.279518573235328,6.111860001900382,-12.000286134244131,27.951857323532803
event_time_ref::-18:treat_group,0.012161307078524511,0.09362678068336497,-18,-0.17134718306087082,0.19566979721791983,1.0122355564580054,0.8425290108872996,1.2161252710797228,1.2235556458005448,-15.74709891127004,21.61252710797228
event_time_ref::-17:treat_group,-0.031052499293552728,0.09421738941638462,-17,-0.21571858254966658,0.15361358396256114,0.969424677629322,0.805962081756188,1.166040223069712,-3.057532237067795,-19.4037918243812,16.6040223069712
event_time_ref::-16:treat_group,-0.19512137764718943,0.09298184340472679,-16,-0.37736579072045395,-0.012876964573924926,0.8227347903821719,0.6856652180443472,0.9872055888088178,-17.72652096178281,-31.43347819556528,-1.2794411191182187
event_time_ref::-15:treat_group,0.011197955210130468,0.10459159540575654,-15,-0.19380157178515234,0.2161974822054133,1.0112608869936397,0.8238213574524914,1.241347498838227,1.1260886993639696,-17.61786425475086,24.134749883822693
event_time_ref::-14:treat_group,-0.03784827488072775,0.08362196592983778,-14,-0.2017473281032098,0.1260507783417543,0.962859019708614,0.8173014109526658,1.1343397667129758,-3.7140980291386017,-18.269858904733415,13.433976671297575
event_time_ref::-13:treat_group,-0.09444675307113565,0.10446449314905293,-13,-0.2991971596432794,0.1103036535010081,0.9098761814485052,0.7414132182583495,1.1166170836717342,-9.012381855149476,-25.85867817416505,11.661708367173418
event_time_ref::-12:treat_group,-0.10401108136275616,0.09640988296997002,-12,-0.2929744519838974,0.08495228925838508,0.9012153106720925,0.7460412003263517,1.0886651244388494,-9.878468932790751,-25.39587996736483,8.866512443884943
event_time_ref::-11:treat_group,0.12257635627749307,0.11364118922711672,-11,-0.10016037460765569,0.3453130871626418,1.1304054303295221,0.9046923167256438,1.4124320647966568,13.040543032952211,-9.530768327435624,41.24320647966569
event_time_ref::-10:treat_group,0.12776878299689082,0.1097093232196021,-10,-0.0872614905135293,0.3427990565073109,1.1362902426963626,0.9164374246058903,1.4088856270816459,13.629024269636258,-8.356257539410972,40.888562708164585
event_time_ref::-9:treat_group,0.007775169496081794,0.11925369623422552,-9,-0.22596207512300023,0.2415124141151638,1.0078054746179983,0.7977483556002452,1.2731732601388974,0.7805474617998298,-20.225164439975487,27.31732601388974
event_time_ref::-8:treat_group,-0.002125999848710508,0.11729301444981269,-8,-0.23202030817034336,0.22776830847292234,0.9978762584882763,0.7929300201852515,1.2557943348164866,-0.21237415117236758,-20.70699798147485,25.57943348164866
event_time_ref::-7:treat_group,0.15292130076472712,0.09438572362020425,-7,-0.03207471753087321,0.33791731906032746,1.1652332723667167,0.9684342203621282,1.4020245779034268,16.52332723667167,-3.156577963787177,40.202457790342685
event_time_ref::-6:treat_group,0.3752077558870141,0.10390904697536689,-6,0.17154602381529502,0.5788694879587332,1.4552937290528576,1.1871387781308678,1.784020433697855,45.52937290528576,18.713877813086775,78.40204336978549
event_time_ref::-5:treat_group,-0.005616328186012959,0.10386556013050954,-5,-0.20919282604181166,0.19796016966978575,0.9943994139004376,0.8112387925954091,1.21891384311388,-0.5600586099562377,-18.87612074045909,21.891384311387995
event_time_ref::0:treat_group,-0.08241439434715644,0.08963965691730393,0,-0.25810812190507215,0.09327933321075924,0.9208902678951884,0.7725117021543731,1.0977683355981136,-7.910973210481165,-22.748829784562684,9.77683355981136
