term,estimate,se,event_time,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
event_time_year_f::-8:treat_group,-0.2445701295086607,0.14492195617693743,-8,-0.5286171636154581,0.039476904598136686,0.7830410721541124,0.589419477081991,1.0402664732352738,-21.695892784588754,-41.0580522918009,4.026647323527377
event_time_year_f::-7:treat_group,-0.1567161509943269,0.07181541151606574,-7,-0.29747435756581575,-0.015957944422838044,0.8549467001500466,0.7426916273977865,0.9841687089680421,-14.505329984995342,-25.73083726022135,-1.5831291031957906
event_time_year_f::-6:treat_group,-0.08592354216070314,0.06069506039969583,-6,-0.20488586054410696,0.03303877622270068,0.9176643911745265,0.8147403051195938,1.0335906172042184,-8.233560882547353,-18.525969488040616,3.359061720421841
event_time_year_f::-5:treat_group,-0.1560465590604731,0.06082986721414274,-5,-0.27527309880019285,-0.036820019320753336,0.8555193572662388,0.759364713312444,0.9638495940436059,-14.448064273376115,-24.063528668755595,-3.615040595639407
event_time_year_f::-4:treat_group,-0.15921854588862927,0.053787308125075366,-4,-0.264641669813777,-0.053795421963481554,0.8528099604909155,0.7674809122874879,0.9476259501292793,-14.71900395090845,-23.251908771251205,-5.23740498707207
event_time_year_f::-3:treat_group,-0.20977534452014396,0.0628246027855456,-3,-0.3329115659798133,-0.0866391230604746,0.810766368619589,0.7168335838283786,0.91700796295556,-18.923363138041104,-28.31664161716214,-8.299203704444002
event_time_year_f::-2:treat_group,-0.1259911789812639,0.0633949877171631,-2,-0.2502453549069036,-0.0017370030556242283,0.8816226235587971,0.7786097239173869,0.9982645046610875,-11.837737644120294,-22.13902760826131,-0.1735495338912485
event_time_year_f::0:treat_group,-0.03731717995608269,0.05267190543668769,0,-0.14055411461199058,0.06591975469982518,0.963370525064056,0.8688766447380505,1.068141000431648,-3.662947493594404,-13.11233552619495,6.814100043164806
event_time_year_f::1:treat_group,-0.033380332276976954,0.06689552417712409,1,-0.16449555966414017,0.09773489511018627,0.9671706434152336,0.8483215237684592,1.1026704230359128,-3.282935658476638,-15.167847623154085,10.267042303591278
event_time_year_f::2:treat_group,-0.0766264483376132,0.1111021107013686,2,-0.29438658531229567,0.14113368863706927,0.9262357859082677,0.7449884341810382,1.1515785906665856,-7.376421409173228,-25.50115658189618,15.157859066658563
event_time_year_f::3:treat_group,0.15188169347193634,0.12611207217895395,3,-0.0952979679988134,0.3990613549426861,1.1640225168231553,0.9091020108000689,1.4904250607463403,16.402251682315526,-9.089798919993108,49.042506074634026
