scheme,estimate_log_irr_Actual CAZ date,estimate_log_irr_Placebo date: 2021 Q1,p_value_Actual CAZ date,p_value_Placebo date: 2021 Q1,pct_change_Actual CAZ date,pct_change_Placebo date: 2021 Q1,pct_lo_Actual CAZ date,pct_lo_Placebo date: 2021 Q1,pct_hi_Actual CAZ date,pct_hi_Placebo date: 2021 Q1
Bath,0.27199007430274297,-0.24602106125303966,0.5539197530886029,0.5988218146244939,31.257397303456713,-21.809424316293935,-46.67019083952356,-68.73237661827832,223.0558034632121,95.53024709013644
Birmingham,0.1731825084069098,0.12023636735345457,0.16422765119096872,0.4106024075379931,18.908310294426478,12.776338652505071,-6.83918731786064,-15.309609169296989,51.77182175640627,50.17645372884076
Bradford,0.20187781402818744,0.20079611497632086,0.03185480835144153,0.0645350721188033,22.36984801884294,22.23755223527537,1.7671222603123926,-1.2042761646328004,47.143589909631345,51.24155779627664
Bristol,0.004176028486607752,0.13783763188343048,0.982517118495168,0.5251409783080645,0.4184760244026364,14.778917077766618,-30.8811163045865,-24.972752413418675,45.891683834191596,75.59220455664217
Newcastle,0.2546260217815465,0.07999417074752907,0.052150827487064504,0.6622420391403594,28.997910656547752,8.328075293954761,-0.23722626166883254,-24.341300971276546,66.80030366237726,55.104066651180595
Portsmouth,-0.1636120162030669,-0.08672691277736454,0.4880000860010146,0.7560563436373463,-15.092861607809137,-8.307253738029118,-46.52863841095757,-46.947779122036714,34.82398681667374,58.47705483248655
Sheffield,0.13611685593801537,-0.06591377746266108,0.5309964994008695,0.836001176945482,14.581578114983063,-6.378841665012969,-25.15369160345331,-49.84196137099454,75.41196519353942,74.74609310014209
