scheme,announcement_q,implementation_q,reference_window,anticipation_window,implementation_window,error,period,estimate_log_irr,se,p_value,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi,sig,note
Bradford,2021 Q1,2022 Q4,2015 Q1 to 2020 Q4,2021 Q1 to 2022 Q3,2022 Q4 to 2024 Q1,NA,Anticipation: announcement to quarter before implementation,0.12294535609062554,0.05800076414096585,0.0340296997670509,0.009263858374332468,0.2366268538069186,1.1308226266900334,1.0093069007203845,1.2669682651742915,13.082262669003342,0.9306900720384537,26.69682651742915,*,Council approval/planned rollout became credible; formal launch was delayed.
Bradford,2021 Q1,2022 Q4,2015 Q1 to 2020 Q4,2021 Q1 to 2022 Q3,2022 Q4 to 2024 Q1,NA,Implementation: event times 0-5,0.27902707689039713,0.06481778904483144,1.6714296663008435e-5,0.1519842103625275,0.40606994341826674,1.3218431347866664,1.1641418549091382,1.5009075273897923,32.18431347866664,16.414185490913823,50.090752738979226,***,Council approval/planned rollout became credible; formal launch was delayed.
