outcome,log_irr,se,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
Active travel,0.1018297064909933,0.05247090919731122,1.1071949075667988,0.99898723765457,1.227123347661562,10.719490756679884,-0.10127623454300183,22.712334766156197
Vehicle,0.11007078941791856,0.0598382135022891,1.1163570939306942,0.9928138358020543,1.2552737645548493,11.635709393069416,-0.718616419794571,25.52737645548493
