unique_road_links_total,unique_road_links_dropped_in_all_stacks,unique_road_links_retained_in_any_stack,unique_road_links_dropped_in_any_stack,pct_unique_links_dropped_in_all_stacks,pct_unique_links_dropped_in_any_stack
60163,46660,13503,46660,77.6,77.6
