characteristic,mean_retained,mean_dropped,sd_retained,sd_dropped,pooled_sd,smd_dropped_vs_retained,abs_smd
mean_total_pkm,0.6480442962379421,0.4340734354052577,0.4716810196293037,0.36687108752742986,0.422538388280934,-0.5063938964296449,0.5063938964296449
road_length_m,49.20427416808739,34.411102906638106,55.92677546074485,34.86261459556181,46.60046196056028,-0.317446880118255,0.317446880118255
prop_in_caz,0.7482340281605221,0.6289800902466026,1.927306449808817,1.6949783150936675,1.814863857168415,-0.06570957785229231,0.06570957785229231
trend_total_pkm,-0.009234636195765996,-0.07156081536310525,1.1837539533710038,1.6007416717018428,1.4077725884609862,-0.04427290293773646,0.04427290293773646
