term,estimate,se,event_time,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
event_time_ref::-21:treat_group,-0.0176096522055336,0.10021851042814296,-21,-0.21403793264469378,0.1788186282336266,0.9825444915874558,0.8073177607440819,1.1958038394436856,-1.7455508412544174,-19.26822392559181,19.580383944368563
event_time_ref::-20:treat_group,-0.07294955093235787,0.0905815263302787,-20,-0.2504893425397041,0.10459024067498839,0.9296477287039342,0.7784197759473929,1.1102555795586455,-7.0352271296065805,-22.158022405260713,11.025557955864551
event_time_ref::-19:treat_group,0.0564716012752827,0.09916252725002186,-19,-0.13788695213476015,0.25083015468532555,1.0580965657804553,0.8711971731597653,1.2850917989733652,5.80965657804553,-12.88028268402347,28.509179897336523
event_time_ref::-18:treat_group,0.074974907081949,0.09631126954099155,-18,-0.11379518121839442,0.2637449953822924,1.0778571039653093,0.8924407257865257,1.301796189931368,7.7857103965309316,-10.755927421347433,30.179618993136792
event_time_ref::-17:treat_group,0.007533532002362498,0.10108424115952473,-17,-0.19059158067030596,0.20565864467503098,1.0075619804488,0.8264700655805466,1.2283338341271965,0.7561980448800076,-17.35299344194534,22.833383412719655
event_time_ref::-16:treat_group,-0.12223232588119884,0.09757977412127385,-16,-0.31348868315889555,0.0690240313964979,0.8849427495141542,0.7308926503527897,1.0714619575660944,-11.50572504858458,-26.91073496472103,7.146195756609441
event_time_ref::-15:treat_group,0.0041708288654760325,0.10676110871931217,-15,-0.2050809442243758,0.2134226019553279,1.0041795388773016,0.8145813780849471,1.2379076829260307,0.4179538877301603,-18.541862191505288,23.79076829260307
event_time_ref::-14:treat_group,-0.003151790901737957,0.0899159709382581,-14,-0.1793870939407238,0.1730835121372479,0.9968531707771126,0.8357823105032661,1.1889653939792255,-0.31468292228874484,-16.42176894967339,18.896539397922552
event_time_ref::-13:treat_group,-0.041954696322121815,0.10834311775038863,-13,-0.2543072071128835,0.17039781446863989,0.9589132218841689,0.7754535406071602,1.1857764765434187,-4.108677811583106,-22.454645939283978,18.577647654341867
event_time_ref::-12:treat_group,-0.1070264102773843,0.09828625222498628,-12,-0.2996674646383574,0.08561464408358882,0.8985019429914043,0.7410646099009373,1.0893864458960552,-10.14980570085957,-25.893539009906274,8.938644589605516
event_time_ref::-11:treat_group,0.17654895195527548,0.1244601338184746,-11,-0.06739291032893471,0.42049081423948564,1.1930928295569525,0.9348278256601764,1.5227087393712941,19.309282955695252,-6.517217433982358,52.270873937129416
event_time_ref::-10:treat_group,0.11687363153544975,0.11540224381010271,-10,-0.10931476633235157,0.34306202940325103,1.123977385419383,0.8964482013720091,1.409256174534881,12.397738541938308,-10.35517986279909,40.92561745348811
event_time_ref::-9:treat_group,-0.060477479450398226,0.12582682329435177,-9,-0.3070980531073277,0.18614309420653125,0.9413149677101229,0.7355784716162352,1.2045946185567413,-5.868503228987709,-26.442152838376476,20.45946185567413
event_time_ref::-8:treat_group,0.0444548011245899,0.1314928072326925,-8,-0.21327110105148736,0.30218070330066715,1.0454577221292076,0.8079370749332724,1.352805661071886,4.545772212920762,-19.20629250667276,35.28056610718859
event_time_ref::-7:treat_group,0.2034182828578024,0.10736820332516611,-7,-0.007023395659523174,0.4138599613751279,1.2255850022451527,0.9930012107432373,1.512645283286207,22.558500224515264,-0.6998789256762672,51.2645283286207
event_time_ref::-6:treat_group,0.4119489867639665,0.10269478205651668,-6,0.21066721393319382,0.6132307595947393,1.5097574167527985,1.2345014618094698,1.846387005568306,50.97574167527985,23.450146180946984,84.6387005568306
event_time_ref::-5:treat_group,0.10252519271542626,0.11272315024334909,-5,-0.11841218176153795,0.32346256719239047,1.1079652142105536,0.8883298237917845,1.3819044267373062,10.79652142105536,-11.16701762082155,38.190442673730615
event_time_ref::0:treat_group,-0.01183368736585695,0.09380228798375197,0,-0.1956861718140108,0.17201879708229692,0.988236055336955,0.8222702457701154,1.1877001583017017,-1.1763944663044978,-17.77297542298846,18.770015830170173
