model,estimate_log_irr,se,ci_lo,ci_hi,irr,irr_lo,irr_hi,pct_change,pct_lo,pct_hi
"Main pooled average: equal-scheme, flexible scheme COVID",0.017076917011622665,0.04151234291642653,-0.06428727510457333,0.09844110912781867,1.0172235611127283,0.9377355727480555,1.1034494193821827,1.722356111272827,-6.226442725194447,10.344941938218266
